Wavelength;Intensity_Meas;Intensity_Ref;Difference_dB
1250.1000;-43.4500;-37.1300;-6.3200
1250.2000;-43.2700;-37.1300;-6.1400
1250.3000;-43.0900;-37.0200;-6.0700
1250.4000;-42.9100;-37.0200;-5.8900
1250.5000;-42.7300;-36.8800;-5.8500
1250.6000;-42.5600;-36.8800;-5.6800
1250.7000;-42.3900;-36.7600;-5.6300
1250.8000;-42.2300;-36.7600;-5.4700
1250.9000;-42.0700;-36.6600;-5.4100
1251.0000;-41.9100;-36.6600;-5.2500
1251.1000;-41.7600;-36.5200;-5.2400
1251.2000;-41.6200;-36.5200;-5.1000
1251.3000;-41.4800;-36.4100;-5.0700
1251.4000;-41.3400;-36.4100;-4.9300
1251.5000;-41.2100;-36.2900;-4.9200
1251.6000;-41.0800;-36.2900;-4.7900
1251.7000;-40.9600;-36.1600;-4.8000
1251.8000;-40.8500;-36.1600;-4.6900
1251.9000;-40.7300;-36.0300;-4.7000
1252.0000;-40.6300;-36.0300;-4.6000
1252.1000;-40.5300;-35.8900;-4.6400
1252.2000;-40.4300;-35.8900;-4.5400
1252.3000;-40.3400;-35.7400;-4.6000
1252.4000;-40.2600;-35.7400;-4.5200
1252.5000;-40.1800;-35.6300;-4.5500
1252.6000;-40.1100;-35.6300;-4.4800
1252.7000;-40.0500;-35.5000;-4.5500
1252.8000;-39.9800;-35.5000;-4.4800
1252.9000;-39.9300;-35.3600;-4.5700
1253.0000;-39.8800;-35.3600;-4.5200
1253.1000;-39.8300;-35.2200;-4.6100
1253.2000;-39.8000;-35.2200;-4.5800
1253.3000;-39.7600;-35.0900;-4.6700
1253.4000;-39.7300;-35.0900;-4.6400
1253.5000;-39.7100;-34.9400;-4.7700
1253.6000;-39.7000;-34.9400;-4.7600
1253.7000;-39.6800;-34.8200;-4.8600
1253.8000;-39.6800;-34.8200;-4.8600
1253.9000;-39.6800;-34.6800;-5.0000
1254.0000;-39.6900;-34.6800;-5.0100
1254.1000;-39.7000;-34.5400;-5.1600
1254.2000;-39.7200;-34.5400;-5.1800
1254.3000;-39.7400;-34.4000;-5.3400
1254.4000;-39.7700;-34.4000;-5.3700
1254.5000;-39.8100;-34.2700;-5.5400
1254.6000;-39.8500;-34.2700;-5.5800
1254.7000;-39.9000;-34.1500;-5.7500
1254.8000;-39.9500;-34.1500;-5.8000
1254.9000;-40.0000;-34.0100;-5.9900
1255.0000;-40.0600;-34.0100;-6.0500
1255.1000;-40.1300;-33.8900;-6.2400
1255.2000;-40.2000;-33.8900;-6.3100
1255.3000;-40.2700;-33.7600;-6.5100
1255.4000;-40.3400;-33.7600;-6.5800
1255.5000;-40.4200;-33.6400;-6.7800
1255.6000;-40.4900;-33.6400;-6.8500
1255.7000;-40.5700;-33.5300;-7.0400
1255.8000;-40.6400;-33.5300;-7.1100
1255.9000;-40.7100;-33.4000;-7.3100
1256.0000;-40.7700;-33.4000;-7.3700
1256.1000;-40.8300;-33.2900;-7.5400
1256.2000;-40.8900;-33.2900;-7.6000
1256.3000;-40.9300;-33.1600;-7.7700
1256.4000;-40.9600;-33.1600;-7.8000
