Wavelength;Intensity_Meas;Intensity_Ref;Difference_dB
1250.1000;-41.8100;-37.1300;-4.6800
1250.2000;-41.6400;-37.1300;-4.5100
1250.3000;-41.4700;-37.0200;-4.4500
1250.4000;-41.3000;-37.0200;-4.2800
1250.5000;-41.1400;-36.8800;-4.2600
1250.6000;-40.9900;-36.8800;-4.1100
1250.7000;-40.8300;-36.7600;-4.0700
1250.8000;-40.6900;-36.7600;-3.9300
1250.9000;-40.5500;-36.6600;-3.8900
1251.0000;-40.4200;-36.6600;-3.7600
1251.1000;-40.2900;-36.5200;-3.7700
1251.2000;-40.1600;-36.5200;-3.6400
1251.3000;-40.0500;-36.4100;-3.6400
1251.4000;-39.9300;-36.4100;-3.5200
1251.5000;-39.8300;-36.2900;-3.5400
1251.6000;-39.7200;-36.2900;-3.4300
1251.7000;-39.6300;-36.1600;-3.4700
1251.8000;-39.5300;-36.1600;-3.3700
1251.9000;-39.4500;-36.0300;-3.4200
1252.0000;-39.3600;-36.0300;-3.3300
1252.1000;-39.2900;-35.8900;-3.4000
1252.2000;-39.2100;-35.8900;-3.3200
1252.3000;-39.1500;-35.7400;-3.4100
1252.4000;-39.0800;-35.7400;-3.3400
1252.5000;-39.0300;-35.6300;-3.4000
1252.6000;-38.9700;-35.6300;-3.3400
1252.7000;-38.9300;-35.5000;-3.4300
1252.8000;-38.8800;-35.5000;-3.3800
1252.9000;-38.8400;-35.3600;-3.4800
1253.0000;-38.8100;-35.3600;-3.4500
1253.1000;-38.7800;-35.2200;-3.5600
1253.2000;-38.7500;-35.2200;-3.5300
1253.3000;-38.7300;-35.0900;-3.6400
1253.4000;-38.7100;-35.0900;-3.6200
1253.5000;-38.7000;-34.9400;-3.7600
1253.6000;-38.6900;-34.9400;-3.7500
1253.7000;-38.6800;-34.8200;-3.8600
1253.8000;-38.6800;-34.8200;-3.8600
1253.9000;-38.6800;-34.6800;-4.0000
1254.0000;-38.6900;-34.6800;-4.0100
1254.1000;-38.7000;-34.5400;-4.1600
1254.2000;-38.7100;-34.5400;-4.1700
1254.3000;-38.7200;-34.4000;-4.3200
1254.4000;-38.7400;-34.4000;-4.3400
1254.5000;-38.7600;-34.2700;-4.4900
1254.6000;-38.7800;-34.2700;-4.5100
1254.7000;-38.8000;-34.1500;-4.6500
1254.8000;-38.8200;-34.1500;-4.6700
1254.9000;-38.8500;-34.0100;-4.8400
1255.0000;-38.8700;-34.0100;-4.8600
1255.1000;-38.8900;-33.8900;-5.0000
1255.2000;-38.9200;-33.8900;-5.0300
1255.3000;-38.9400;-33.7600;-5.1800
1255.4000;-38.9500;-33.7600;-5.1900
1255.5000;-38.9700;-33.6400;-5.3300
1255.6000;-38.9800;-33.6400;-5.3400
1255.7000;-38.9800;-33.5300;-5.4500
1255.8000;-38.9800;-33.5300;-5.4500
1255.9000;-38.9700;-33.4000;-5.5700
1256.0000;-38.9500;-33.4000;-5.5500
1256.1000;-38.9300;-33.2900;-5.6400
1256.2000;-38.8900;-33.2900;-5.6000
1256.3000;-38.8500;-33.1600;-5.6900
1256.4000;-38.7900;-33.1600;-5.6300
1256.5000;-38.7300;-33.0500;-5.6800
1256.6000;-38.6500;-33.0500;-5.6000
1256.7000;-38.5600;-32.9300;-5.6300
1256.8000;-38.4600;-32.9300;-5.5300
1256.9000;-38.3400;-32.8000;-5.5400
1257.0000;-38.2200;-32.8000;-5.4200
1257.1000;-38.0800;-32.6800;-5.4000
1257.2000;-37.9400;-32.6800;-5.2600
1257.3000;-37.7800;-32.5500;-5.2300
1257.4000;-37.6200;-32.5500;-5.0700
1257.5000;-37.4500;-32.4300;-5.0200
1257.6000;-37.2700;-32.4300;-4.8400
1257.7000;-37.0900;-32.3100;-4.7800
1257.8000;-36.9000;-32.3100;-4.5900
1257.9000;-36.7000;-32.1600;-4.5400
1258.0000;-36.5000;-32.1600;-4.3400
1258.1000;-36.3000;-32.0400;-4.2600
1258.2000;-36.0900;-32.0400;-4.0500
1258.3000;-35.8900;-31.9000;-3.9900
1258.4000;-35.6800;-31.9000;-3.7800
1258.5000;-35.4800;-31.7700;-3.7100
1258.6000;-35.2700;-31.7700;-3.5000
1258.7000;-35.0700;-31.6500;-3.4200
1258.8000;-34.8600;-31.6500;-3.2100
1258.9000;-34.6600;-31.5000;-3.1600
1259.0000;-34.4700;-31.5000;-2.9700
1259.1000;-34.2700;-31.3700;-2.9000
1259.2000;-34.0800;-31.3700;-2.7100
1259.3000;-33.8800;-31.2200;-2.6600
1259.4000;-33.7000;-31.2200;-2.4800
1259.5000;-33.5100;-31.1000;-2.4100
1259.6000;-33.3300;-31.1000;-2.2300
1259.7000;-33.1500;-30.9700;-2.1800
1259.8000;-32.9800;-30.9700;-2.0100
1259.9000;-32.8100;-30.8300;-1.9800
1260.0000;-32.6400;-30.8300;-1.8100
