Wavelength;Intensity_Meas;Intensity_Ref;Difference_dB
1250.1000;-41.0500;-37.1300;-3.9200
1250.2000;-40.9200;-37.1300;-3.7900
1250.3000;-40.8100;-37.0200;-3.7900
1250.4000;-40.6900;-37.0200;-3.6700
1250.5000;-40.5900;-36.8800;-3.7100
1250.6000;-40.4900;-36.8800;-3.6100
1250.7000;-40.3900;-36.7600;-3.6300
1250.8000;-40.3000;-36.7600;-3.5400
1250.9000;-40.2100;-36.6600;-3.5500
1251.0000;-40.1300;-36.6600;-3.4700
1251.1000;-40.0600;-36.5200;-3.5400
1251.2000;-39.9900;-36.5200;-3.4700
1251.3000;-39.9200;-36.4100;-3.5100
1251.4000;-39.8600;-36.4100;-3.4500
1251.5000;-39.8100;-36.2900;-3.5200
1251.6000;-39.7600;-36.2900;-3.4700
1251.7000;-39.7100;-36.1600;-3.5500
1251.8000;-39.6700;-36.1600;-3.5100
1251.9000;-39.6300;-36.0300;-3.6000
1252.0000;-39.6000;-36.0300;-3.5700
1252.1000;-39.5700;-35.8900;-3.6800
1252.2000;-39.5400;-35.8900;-3.6500
1252.3000;-39.5200;-35.7400;-3.7800
1252.4000;-39.5000;-35.7400;-3.7600
1252.5000;-39.4900;-35.6300;-3.8600
1252.6000;-39.4800;-35.6300;-3.8500
1252.7000;-39.4700;-35.5000;-3.9700
1252.8000;-39.4700;-35.5000;-3.9700
1252.9000;-39.4700;-35.3600;-4.1100
1253.0000;-39.4700;-35.3600;-4.1100
1253.1000;-39.4800;-35.2200;-4.2600
1253.2000;-39.4800;-35.2200;-4.2600
1253.3000;-39.4900;-35.0900;-4.4000
1253.4000;-39.5000;-35.0900;-4.4100
1253.5000;-39.5200;-34.9400;-4.5800
1253.6000;-39.5300;-34.9400;-4.5900
1253.7000;-39.5400;-34.8200;-4.7200
1253.8000;-39.5500;-34.8200;-4.7300
1253.9000;-39.5700;-34.6800;-4.8900
1254.0000;-39.5800;-34.6800;-4.9000
1254.1000;-39.5900;-34.5400;-5.0500
1254.2000;-39.6000;-34.5400;-5.0600
1254.3000;-39.6000;-34.4000;-5.2000
1254.4000;-39.6100;-34.4000;-5.2100
1254.5000;-39.6100;-34.2700;-5.3400
1254.6000;-39.6000;-34.2700;-5.3300
1254.7000;-39.5900;-34.1500;-5.4400
1254.8000;-39.5700;-34.1500;-5.4200
1254.9000;-39.5500;-34.0100;-5.5400
1255.0000;-39.5200;-34.0100;-5.5100
1255.1000;-39.4800;-33.8900;-5.5900
1255.2000;-39.4300;-33.8900;-5.5400
1255.3000;-39.3800;-33.7600;-5.6200
1255.4000;-39.3100;-33.7600;-5.5500
1255.5000;-39.2400;-33.6400;-5.6000
1255.6000;-39.1500;-33.6400;-5.5100
1255.7000;-39.0600;-33.5300;-5.5300
1255.8000;-38.9500;-33.5300;-5.4200
1255.9000;-38.8400;-33.4000;-5.4400
1256.0000;-38.7100;-33.4000;-5.3100
1256.1000;-38.5800;-33.2900;-5.2900
1256.2000;-38.4300;-33.2900;-5.1400
1256.3000;-38.2800;-33.1600;-5.1200
1256.4000;-38.1200;-33.1600;-4.9600
1256.5000;-37.9500;-33.0500;-4.9000
1256.6000;-37.7800;-33.0500;-4.7300
1256.7000;-37.6000;-32.9300;-4.6700
1256.8000;-37.4100;-32.9300;-4.4800
1256.9000;-37.2200;-32.8000;-4.4200
1257.0000;-37.0200;-32.8000;-4.2200
1257.1000;-36.8300;-32.6800;-4.1500
1257.2000;-36.6200;-32.6800;-3.9400
1257.3000;-36.4200;-32.5500;-3.8700
1257.4000;-36.2100;-32.5500;-3.6600
