Wavelength;Intensity_Meas;Intensity_Ref;Difference_dB
1250.1000;-44.2600;-37.1300;-7.1300
1250.2000;-44.0700;-37.1300;-6.9400
1250.3000;-43.8800;-37.0200;-6.8600
1250.4000;-43.6800;-37.0200;-6.6600
1250.5000;-43.4700;-36.8800;-6.5900
1250.6000;-43.2700;-36.8800;-6.3900
1250.7000;-43.0600;-36.7600;-6.3000
1250.8000;-42.8500;-36.7600;-6.0900
1250.9000;-42.6400;-36.6600;-5.9800
1251.0000;-42.4300;-36.6600;-5.7700
1251.1000;-42.2200;-36.5200;-5.7000
1251.2000;-42.0100;-36.5200;-5.4900
1251.3000;-41.8000;-36.4100;-5.3900
1251.4000;-41.6000;-36.4100;-5.1900
1251.5000;-41.4000;-36.2900;-5.1100
1251.6000;-41.2000;-36.2900;-4.9100
1251.7000;-41.0100;-36.1600;-4.8500
1251.8000;-40.8200;-36.1600;-4.6600
1251.9000;-40.6300;-36.0300;-4.6000
1252.0000;-40.4500;-36.0300;-4.4200
1252.1000;-40.2700;-35.8900;-4.3800
1252.2000;-40.1000;-35.8900;-4.2100
1252.3000;-39.9300;-35.7400;-4.1900
1252.4000;-39.7600;-35.7400;-4.0200
1252.5000;-39.6000;-35.6300;-3.9700
1252.6000;-39.4500;-35.6300;-3.8200
1252.7000;-39.3000;-35.5000;-3.8000
1252.8000;-39.1600;-35.5000;-3.6600
1252.9000;-39.0200;-35.3600;-3.6600
1253.0000;-38.8900;-35.3600;-3.5300
1253.1000;-38.7600;-35.2200;-3.5400
1253.2000;-38.6400;-35.2200;-3.4200
1253.3000;-38.5200;-35.0900;-3.4300
1253.4000;-38.4100;-35.0900;-3.3200
1253.5000;-38.3000;-34.9400;-3.3600
1253.6000;-38.2000;-34.9400;-3.2600
1253.7000;-38.1000;-34.8200;-3.2800
1253.8000;-38.0100;-34.8200;-3.1900
1253.9000;-37.9300;-34.6800;-3.2500
1254.0000;-37.8500;-34.6800;-3.1700
1254.1000;-37.7800;-34.5400;-3.2400
1254.2000;-37.7100;-34.5400;-3.1700
1254.3000;-37.6500;-34.4000;-3.2500
1254.4000;-37.6000;-34.4000;-3.2000
1254.5000;-37.5500;-34.2700;-3.2800
1254.6000;-37.5100;-34.2700;-3.2400
1254.7000;-37.4800;-34.1500;-3.3300
1254.8000;-37.4500;-34.1500;-3.3000
1254.9000;-37.4200;-34.0100;-3.4100
1255.0000;-37.4100;-34.0100;-3.4000
1255.1000;-37.4000;-33.8900;-3.5100
1255.2000;-37.4000;-33.8900;-3.5100
1255.3000;-37.4000;-33.7600;-3.6400
1255.4000;-37.4100;-33.7600;-3.6500
1255.5000;-37.4300;-33.6400;-3.7900
1255.6000;-37.4600;-33.6400;-3.8200
1255.7000;-37.4900;-33.5300;-3.9600
1255.8000;-37.5300;-33.5300;-4.0000
1255.9000;-37.5800;-33.4000;-4.1800
1256.0000;-37.6300;-33.4000;-4.2300
1256.1000;-37.6900;-33.2900;-4.4000
1256.2000;-37.7600;-33.2900;-4.4700
1256.3000;-37.8300;-33.1600;-4.6700
1256.4000;-37.9100;-33.1600;-4.7500
1256.5000;-38.0000;-33.0500;-4.9500
1256.6000;-38.0900;-33.0500;-5.0400
1256.7000;-38.1900;-32.9300;-5.2600
1256.8000;-38.2900;-32.9300;-5.3600
1256.9000;-38.4000;-32.8000;-5.6000
1257.0000;-38.5100;-32.8000;-5.7100
1257.1000;-38.6300;-32.6800;-5.9500
1257.2000;-38.7500;-32.6800;-6.0700
1257.3000;-38.8700;-32.5500;-6.3200
1257.4000;-39.0000;-32.5500;-6.4500
1257.5000;-39.1200;-32.4300;-6.6900
1257.6000;-39.2500;-32.4300;-6.8200
1257.7000;-39.3800;-32.3100;-7.0700
1257.8000;-39.5000;-32.3100;-7.1900
1257.9000;-39.6300;-32.1600;-7.4700
1258.0000;-39.7400;-32.1600;-7.5800
1258.1000;-39.8500;-32.0400;-7.8100
1258.2000;-39.9500;-32.0400;-7.9100
1258.3000;-40.0400;-31.9000;-8.1400
1258.4000;-40.1100;-31.9000;-8.2100
1258.5000;-40.1700;-31.7700;-8.4000
1258.6000;-40.2100;-31.7700;-8.4400
1258.7000;-40.2400;-31.6500;-8.5900
1258.8000;-40.2400;-31.6500;-8.5900
1258.9000;-40.2200;-31.5000;-8.7200
1259.0000;-40.1800;-31.5000;-8.6800
1259.1000;-40.1200;-31.3700;-8.7500
1259.2000;-40.0300;-31.3700;-8.6600
1259.3000;-39.9200;-31.2200;-8.7000
1259.4000;-39.7800;-31.2200;-8.5600
1259.5000;-39.6200;-31.1000;-8.5200
1259.6000;-39.4500;-31.1000;-8.3500
1259.7000;-39.2500;-30.9700;-8.2800
1259.8000;-39.0400;-30.9700;-8.0700
1259.9000;-38.8100;-30.8300;-7.9800
1260.0000;-38.5700;-30.8300;-7.7400
1260.1000;-38.3200;-30.7100;-7.6100
1260.2000;-38.0700;-30.7100;-7.3600
1260.3000;-37.8000;-30.5700;-7.2300
1260.4000;-37.5300;-30.5700;-6.9600
1260.5000;-37.2500;-30.4500;-6.8000
1260.6000;-36.9700;-30.4500;-6.5200
1260.7000;-36.6900;-30.3300;-6.3600
1260.8000;-36.4100;-30.3300;-6.0800
1260.9000;-36.1400;-30.2000;-5.9400
1261.0000;-35.8600;-30.2000;-5.6600
1261.1000;-35.5900;-30.0800;-5.5100
1261.2000;-35.3300;-30.0800;-5.2500
1261.3000;-35.0600;-29.9600;-5.1000
1261.4000;-34.8000;-29.9600;-4.8400
1261.5000;-34.5500;-29.8500;-4.7000
1261.6000;-34.3000;-29.8500;-4.4500
1261.7000;-34.0600;-29.7300;-4.3300
1261.8000;-33.8200;-29.7300;-4.0900
1261.9000;-33.5800;-29.6000;-3.9800
1262.0000;-33.3500;-29.6000;-3.7500
1262.1000;-33.1300;-29.4900;-3.6400
1262.2000;-32.9100;-29.4900;-3.4200
1262.3000;-32.7000;-29.3600;-3.3400
1262.4000;-32.4900;-29.3600;-3.1300
1262.5000;-32.2900;-29.2500;-3.0400
1262.6000;-32.1000;-29.2500;-2.8500
1262.7000;-31.9100;-29.1300;-2.7800
1262.8000;-31.7200;-29.1300;-2.5900
1262.9000;-31.5400;-29.0100;-2.5300
1263.0000;-31.3600;-29.0100;-2.3500
1263.1000;-31.1900;-28.8900;-2.3000
1263.2000;-31.0300;-28.8900;-2.1400
1263.3000;-30.8700;-28.7500;-2.1200
1263.4000;-30.7100;-28.7500;-1.9600
1263.5000;-30.5600;-28.6400;-1.9200
1263.6000;-30.4100;-28.6400;-1.7700
1263.7000;-30.2600;-28.5100;-1.7500
1263.8000;-30.1200;-28.5100;-1.6100
1263.9000;-29.9900;-28.3800;-1.6100
