Wavelength (nm);Intensity (dBm)
2251.0;2251.0
1200.0;-62.05
1200.1;-62.03
1200.2;-62.01
1200.3;-62.0
1200.4;-61.98
1200.5;-61.96
1200.6;-61.95
1200.7;-61.93
1200.8;-61.91
1200.9;-61.89
1201.0;-61.87
1201.1;-61.84
1201.2;-61.82
1201.3;-61.8
1201.4;-61.78
1201.5;-61.76
1201.6;-61.74
1201.7;-61.71
1201.8;-61.68
1201.9;-61.65
1202.0;-61.63
1202.1;-61.6
1202.2;-61.58
1202.3;-61.55
1202.4;-61.53
1202.5;-61.5
1202.6;-61.47
1202.7;-61.44
1202.8;-61.42
1202.9;-61.39
1203.0;-61.37
1203.1;-61.34
1203.2;-61.32
1203.3;-61.29
1203.4;-61.27
1203.5;-61.25
1203.6;-61.23
1203.7;-61.21
1203.8;-61.19
1203.9;-61.17
1204.0;-61.15
1204.1;-61.13
1204.2;-61.11
1204.3;-61.09
1204.4;-61.07
1204.5;-61.05
1204.6;-61.03
1204.7;-61.01
1204.8;-60.99
1204.9;-60.98
1205.0;-60.96
1205.1;-60.95
1205.2;-60.93
1205.3;-60.91
1205.4;-60.89
1205.5;-60.88
1205.6;-60.86
1205.7;-60.85
1205.8;-60.83
1205.9;-60.82
1206.0;-60.8
1206.1;-60.79
1206.2;-60.77
1206.3;-60.76
1206.4;-60.75
1206.5;-60.73
1206.6;-60.72
1206.7;-60.71
1206.8;-60.7
1206.9;-60.68
1207.0;-60.67
1207.1;-60.66
1207.2;-60.64
1207.3;-60.63
1207.4;-60.62
1207.5;-60.61
1207.6;-60.6
1207.7;-60.59
1207.8;-60.58
1207.9;-60.57
1208.0;-60.56
1208.1;-60.55
1208.2;-60.54
1208.3;-60.54
1208.4;-60.53
1208.5;-60.52
1208.6;-60.51
1208.7;-60.5
1208.8;-60.49
1208.9;-60.47
1209.0;-60.46
1209.1;-60.45
1209.2;-60.44
1209.3;-60.43
1209.4;-60.42
1209.5;-60.41
1209.6;-60.4
1209.7;-60.38
1209.8;-60.38
1209.9;-60.37
1210.0;-60.36
1210.1;-60.34
1210.2;-60.33
1210.3;-60.32
1210.4;-60.31
1210.5;-60.3
1210.6;-60.29
1210.7;-60.28
1210.8;-60.27
1210.9;-60.26
1211.0;-60.26
1211.1;-60.25
1211.2;-60.24
1211.3;-60.24
1211.4;-60.23
1211.5;-60.23
1211.6;-60.22
1211.7;-60.22
1211.8;-60.22
1211.9;-60.21
1212.0;-60.21
1212.1;-60.2
1212.2;-60.2
1212.3;-60.2
1212.4;-60.19
1212.5;-60.19
1212.6;-60.18
1212.7;-60.17
