Wavelength (nm);Intensity (dBm)
2251.0;2251.0
1200.0;-62.1
1200.1;-62.09
1200.2;-62.07
1200.3;-62.05
1200.4;-62.03
1200.5;-62.02
1200.6;-62.0
1200.7;-61.99
1200.8;-61.97
1200.9;-61.95
1201.0;-61.93
1201.1;-61.91
1201.2;-61.88
1201.3;-61.86
1201.4;-61.84
1201.5;-61.82
1201.6;-61.8
1201.7;-61.78
1201.8;-61.75
1201.9;-61.73
1202.0;-61.71
1202.1;-61.68
1202.2;-61.66
1202.3;-61.64
1202.4;-61.62
1202.5;-61.6
1202.6;-61.58
1202.7;-61.55
1202.8;-61.53
1202.9;-61.5
1203.0;-61.48
1203.1;-61.45
1203.2;-61.43
1203.3;-61.41
1203.4;-61.39
1203.5;-61.37
1203.6;-61.35
1203.7;-61.33
1203.8;-61.31
1203.9;-61.29
1204.0;-61.27
1204.1;-61.25
1204.2;-61.24
1204.3;-61.22
1204.4;-61.21
1204.5;-61.18
1204.6;-61.16
1204.7;-61.14
1204.8;-61.12
1204.9;-61.1
1205.0;-61.09
1205.1;-61.07
1205.2;-61.05
1205.3;-61.03
1205.4;-61.0
1205.5;-60.99
1205.6;-60.97
1205.7;-60.95
1205.8;-60.94
1205.9;-60.92
1206.0;-60.9
1206.1;-60.88
1206.2;-60.86
1206.3;-60.84
1206.4;-60.82
1206.5;-60.8
1206.6;-60.78
1206.7;-60.76
1206.8;-60.74
1206.9;-60.72
1207.0;-60.69
1207.1;-60.67
1207.2;-60.65
1207.3;-60.62
1207.4;-60.6
1207.5;-60.58
1207.6;-60.56
1207.7;-60.53
1207.8;-60.51
1207.9;-60.49
1208.0;-60.46
1208.1;-60.44
1208.2;-60.42
1208.3;-60.4
1208.4;-60.39
1208.5;-60.37
1208.6;-60.35
1208.7;-60.33
1208.8;-60.31
1208.9;-60.29
1209.0;-60.27
1209.1;-60.25
1209.2;-60.23
1209.3;-60.22
1209.4;-60.2
1209.5;-60.18
1209.6;-60.16
1209.7;-60.14
1209.8;-60.12
1209.9;-60.11
1210.0;-60.09
1210.1;-60.08
1210.2;-60.07
1210.3;-60.06
1210.4;-60.04
1210.5;-60.03
1210.6;-60.02
1210.7;-60.01
1210.8;-60.01
1210.9;-60.0
1211.0;-60.0
1211.1;-59.99
1211.2;-59.99
1211.3;-59.98
1211.4;-59.98
1211.5;-59.98
1211.6;-59.98
1211.7;-59.98
1211.8;-59.98
1211.9;-59.98
1212.0;-59.99
1212.1;-59.99
1212.2;-59.99
1212.3;-59.99
1212.4;-59.99
1212.5;-60.0
1212.6;-60.01
1212.7;-60.01
1212.8;-60.02
1212.9;-60.02
1213.0;-60.02
1213.1;-60.02
1213.2;-60.02
1213.3;-60.02
1213.4;-60.02
1213.5;-60.02
1213.6;-60.01
1213.7;-60.0
1213.8;-59.99
1213.9;-59.98
1214.0;-59.96
1214.1;-59.95
1214.2;-59.93
1214.3;-59.91
1214.4;-59.89
1214.5;-59.86
1214.6;-59.84
1214.7;-59.81
1214.8;-59.78
1214.9;-59.75
1215.0;-59.72
1215.1;-59.69
1215.2;-59.65
1215.3;-59.62
1215.4;-59.58
1215.5;-59.54
1215.6;-59.5
1215.7;-59.46
1215.8;-59.43
1215.9;-59.39
1216.0;-59.35
1216.1;-59.31
1216.2;-59.26
1216.3;-59.22
1216.4;-59.17
1216.5;-59.13
1216.6;-59.09
1216.7;-59.05
1216.8;-59.01
1216.9;-58.96
1217.0;-58.92
1217.1;-58.87
1217.2;-58.83
1217.3;-58.79
1217.4;-58.74
1217.5;-58.7
1217.6;-58.66
1217.7;-58.62
1217.8;-58.57
1217.9;-58.53
1218.0;-58.48
1218.1;-58.44
1218.2;-58.4
1218.3;-58.36
1218.4;-58.32
1218.5;-58.28
1218.6;-58.24
1218.7;-58.2
1218.8;-58.16
1218.9;-58.12
1219.0;-58.08
1219.1;-58.05
1219.2;-58.01
1219.3;-57.98
1219.4;-57.94
1219.5;-57.9
1219.6;-57.87
1219.7;-57.84
1219.8;-57.81
1219.9;-57.78
1220.0;-57.75
1220.1;-57.72
1220.2;-57.69
1220.3;-57.67
1220.4;-57.64
1220.5;-57.62
1220.6;-57.6
1220.7;-57.58
1220.8;-57.56
1220.9;-57.54
1221.0;-57.52
1221.1;-57.5
1221.2;-57.47
1221.3;-57.46
1221.4;-57.44
1221.5;-57.42
1221.6;-57.4
1221.7;-57.38
1221.8;-57.36
1221.9;-57.34
1222.0;-57.32
1222.1;-57.3
1222.2;-57.28
1222.3;-57.26
1222.4;-57.24
1222.5;-57.22
1222.6;-57.2
1222.7;-57.18
1222.8;-57.16
1222.9;-57.14
1223.0;-57.11
1223.1;-57.09
1223.2;-57.07
1223.3;-57.05
1223.4;-57.02
1223.5;-57.0
1223.6;-56.98
1223.7;-56.95
1223.8;-56.93
1223.9;-56.91
1224.0;-56.89
1224.1;-56.87
1224.2;-56.84
1224.3;-56.82
1224.4;-56.79
1224.5;-56.77
1224.6;-56.75
1224.7;-56.73
1224.8;-56.71
1224.9;-56.69
1225.0;-56.67
1225.1;-56.65
1225.2;-56.63
1225.3;-56.61
1225.4;-56.59
1225.5;-56.57
1225.6;-56.55
1225.7;-56.53
1225.8;-56.51
1225.9;-56.48
1226.0;-56.46
1226.1;-56.44
1226.2;-56.42
1226.3;-56.4
1226.4;-56.38
1226.5;-56.35
1226.6;-56.33
1226.7;-56.3
1226.8;-56.28
1226.9;-56.25
1227.0;-56.22
1227.1;-56.19
1227.2;-56.16
1227.3;-56.13
1227.4;-56.1
1227.5;-56.07
1227.6;-56.04
1227.7;-56.01
1227.8;-55.97
1227.9;-55.94
1228.0;-55.9
1228.1;-55.87
1228.2;-55.83
1228.3;-55.79
1228.4;-55.75
1228.5;-55.72
1228.6;-55.68
1228.7;-55.65
1228.8;-55.61
1228.9;-55.57
1229.0;-55.54
1229.1;-55.5
1229.2;-55.47
1229.3;-55.44
1229.4;-55.41
1229.5;-55.37
1229.6;-55.34
1229.7;-55.31
1229.8;-55.28
1229.9;-55.25
1230.0;-55.22
1230.1;-55.19
1230.2;-55.16
1230.3;-55.14
