Wavelength (nm);Intensity (dBm)
2251.0;2251.0
1200.0;-62.27
1200.1;-62.25
1200.2;-62.23
1200.3;-62.21
1200.4;-62.19
1200.5;-62.18
1200.6;-62.16
1200.7;-62.15
1200.8;-62.13
1200.9;-62.11
1201.0;-62.09
1201.1;-62.07
1201.2;-62.05
1201.3;-62.03
1201.4;-62.01
1201.5;-61.99
1201.6;-61.97
1201.7;-61.94
1201.8;-61.92
1201.9;-61.89
1202.0;-61.87
1202.1;-61.84
1202.2;-61.82
1202.3;-61.79
1202.4;-61.77
1202.5;-61.75
1202.6;-61.73
1202.7;-61.7
1202.8;-61.68
1202.9;-61.65
1203.0;-61.63
1203.1;-61.61
1203.2;-61.59
1203.3;-61.57
1203.4;-61.55
1203.5;-61.53
1203.6;-61.51
1203.7;-61.49
1203.8;-61.47
1203.9;-61.46
1204.0;-61.44
1204.1;-61.42
1204.2;-61.41
1204.3;-61.39
1204.4;-61.37
1204.5;-61.35
1204.6;-61.33
1204.7;-61.31
1204.8;-61.29
1204.9;-61.28
1205.0;-61.26
1205.1;-61.25
1205.2;-61.23
1205.3;-61.21
1205.4;-61.18
1205.5;-61.16
1205.6;-61.15
1205.7;-61.13
1205.8;-61.11
1205.9;-61.09
1206.0;-61.07
1206.1;-61.04
1206.2;-61.02
1206.3;-61.0
1206.4;-60.97
1206.5;-60.95
1206.6;-60.92
1206.7;-60.89
1206.8;-60.87
1206.9;-60.84
1207.0;-60.81
1207.1;-60.78
1207.2;-60.75
1207.3;-60.72
1207.4;-60.69
1207.5;-60.67
1207.6;-60.64
1207.7;-60.61
1207.8;-60.58
1207.9;-60.55
1208.0;-60.52
1208.1;-60.49
1208.2;-60.46
1208.3;-60.43
1208.4;-60.4
1208.5;-60.38
1208.6;-60.35
1208.7;-60.32
1208.8;-60.29
1208.9;-60.26
1209.0;-60.23
1209.1;-60.2
1209.2;-60.17
1209.3;-60.14
1209.4;-60.12
1209.5;-60.09
1209.6;-60.06
1209.7;-60.02
1209.8;-59.99
1209.9;-59.97
1210.0;-59.95
1210.1;-59.93
1210.2;-59.9
1210.3;-59.88
1210.4;-59.85
1210.5;-59.83
1210.6;-59.81
1210.7;-59.79
1210.8;-59.78
1210.9;-59.76
1211.0;-59.75
1211.1;-59.73
1211.2;-59.72
1211.3;-59.7
1211.4;-59.69
1211.5;-59.69
1211.6;-59.68
1211.7;-59.67
1211.8;-59.67
1211.9;-59.67
1212.0;-59.67
1212.1;-59.66
1212.2;-59.66
1212.3;-59.66
1212.4;-59.66
1212.5;-59.67
1212.6;-59.67
1212.7;-59.67
1212.8;-59.68
1212.9;-59.68
1213.0;-59.68
1213.1;-59.69
1213.2;-59.7
1213.3;-59.71
1213.4;-59.71
1213.5;-59.72
1213.6;-59.72
1213.7;-59.72
1213.8;-59.72
1213.9;-59.72
1214.0;-59.72
1214.1;-59.71
1214.2;-59.71
1214.3;-59.71
1214.4;-59.7
1214.5;-59.69
1214.6;-59.68
1214.7;-59.67
1214.8;-59.66
1214.9;-59.65
1215.0;-59.64
1215.1;-59.63
1215.2;-59.62
1215.3;-59.6
1215.4;-59.58
1215.5;-59.56
1215.6;-59.55
1215.7;-59.53
1215.8;-59.51
1215.9;-59.49
1216.0;-59.48
1216.1;-59.46
1216.2;-59.43
1216.3;-59.41
1216.4;-59.39
1216.5;-59.36
1216.6;-59.34
1216.7;-59.32
1216.8;-59.3
1216.9;-59.27
1217.0;-59.25
1217.1;-59.22
1217.2;-59.19
1217.3;-59.17
1217.4;-59.14
1217.5;-59.11
1217.6;-59.09
1217.7;-59.05
1217.8;-59.02
1217.9;-58.99
1218.0;-58.95
1218.1;-58.92
1218.2;-58.88
1218.3;-58.85
1218.4;-58.81
1218.5;-58.77
1218.6;-58.73
1218.7;-58.69
1218.8;-58.65
1218.9;-58.61
1219.0;-58.57
1219.1;-58.53
1219.2;-58.49
1219.3;-58.45
1219.4;-58.41
1219.5;-58.36
1219.6;-58.32
1219.7;-58.28
1219.8;-58.24
1219.9;-58.2
1220.0;-58.16
1220.1;-58.11
1220.2;-58.07
1220.3;-58.03
1220.4;-57.98
1220.5;-57.94
1220.6;-57.9
1220.7;-57.86
1220.8;-57.82
1220.9;-57.78
1221.0;-57.74
1221.1;-57.7
1221.2;-57.65
1221.3;-57.61
1221.4;-57.57
1221.5;-57.53
1221.6;-57.49
1221.7;-57.45
1221.8;-57.41
1221.9;-57.37
1222.0;-57.33
1222.1;-57.28
1222.2;-57.24
1222.3;-57.2
1222.4;-57.16
1222.5;-57.12
1222.6;-57.07
1222.7;-57.03
1222.8;-56.98
1222.9;-56.94
1223.0;-56.9
1223.1;-56.86
1223.2;-56.81
1223.3;-56.77
1223.4;-56.73
1223.5;-56.69
1223.6;-56.65
1223.7;-56.61
1223.8;-56.57
1223.9;-56.54
1224.0;-56.5
1224.1;-56.46
1224.2;-56.43
1224.3;-56.4
1224.4;-56.36
1224.5;-56.33
1224.6;-56.3
1224.7;-56.28
1224.8;-56.25
1224.9;-56.22
1225.0;-56.2
1225.1;-56.17
1225.2;-56.15
1225.3;-56.13
1225.4;-56.12
1225.5;-56.1
1225.6;-56.08
1225.7;-56.07
1225.8;-56.06
1225.9;-56.05
1226.0;-56.04
1226.1;-56.03
1226.2;-56.02
1226.3;-56.01
1226.4;-56.01
1226.5;-56.0
1226.6;-55.99
1226.7;-55.98
1226.8;-55.98
1226.9;-55.97
1227.0;-55.97
1227.1;-55.96
1227.2;-55.95
1227.3;-55.95
1227.4;-55.94
1227.5;-55.93
1227.6;-55.93
1227.7;-55.92
1227.8;-55.91
1227.9;-55.9
1228.0;-55.9
1228.1;-55.89
1228.2;-55.87
1228.3;-55.86
1228.4;-55.86
1228.5;-55.85
1228.6;-55.84
1228.7;-55.83
1228.8;-55.82
1228.9;-55.81
1229.0;-55.8
1229.1;-55.79
1229.2;-55.78
1229.3;-55.77
1229.4;-55.76
1229.5;-55.75
1229.6;-55.74
1229.7;-55.73
1229.8;-55.71
1229.9;-55.71
1230.0;-55.7
1230.1;-55.69
1230.2;-55.68
1230.3;-55.67
1230.4;-55.66
1230.5;-55.66
1230.6;-55.65
1230.7;-55.65
1230.8;-55.65
1230.9;-55.65
1231.0;-55.65
1231.1;-55.65
1231.2;-55.65
1231.3;-55.65
1231.4;-55.64
1231.5;-55.64
1231.6;-55.64
1231.7;-55.64
1231.8;-55.64
1231.9;-55.63
1232.0;-55.63
1232.1;-55.63
1232.2;-55.62
1232.3;-55.62
1232.4;-55.61
1232.5;-55.6
1232.6;-55.59
1232.7;-55.58
1232.8;-55.57
1232.9;-55.56
1233.0;-55.55
1233.1;-55.54
1233.2;-55.52
1233.3;-55.5
1233.4;-55.48
1233.5;-55.46
1233.6;-55.44
1233.7;-55.41
1233.8;-55.39
1233.9;-55.36
1234.0;-55.33
1234.1;-55.3
1234.2;-55.26
1234.3;-55.22
1234.4;-55.19
1234.5;-55.15
1234.6;-55.11
1234.7;-55.07
1234.8;-55.02
1234.9;-54.98
1235.0;-54.93
1235.1;-54.88
1235.2;-54.83
1235.3;-54.78
1235.4;-54.73
1235.5;-54.67
1235.6;-54.62
1235.7;-54.56
1235.8;-54.51
1235.9;-54.45
1236.0;-54.39
1236.1;-54.34
1236.2;-54.28
1236.3;-54.22
1236.4;-54.16
1236.5;-54.1
1236.6;-54.04
1236.7;-53.99
1236.8;-53.93
1236.9;-53.87
