Wavelength;Intensity_Meas;Intensity_Ref;Difference_dB
1200.0000;-61.5800;-57.0400;-4.5400
1200.1990;-61.5800;-57.0100;-4.5700
1200.3980;-61.5500;-56.9700;-4.5800
1200.5970;-61.5200;-56.9600;-4.5600
1200.7970;-61.4900;-56.9200;-4.5700
1200.9960;-61.4200;-56.9000;-4.5200
1201.1950;-61.3600;-56.8600;-4.5000
1201.3940;-61.3400;-56.8000;-4.5400
1201.5930;-61.3100;-56.7800;-4.5300
1201.7920;-61.2300;-56.7400;-4.4900
1201.9910;-61.1600;-56.6800;-4.4800
1202.1900;-61.1500;-56.6500;-4.5000
1202.3890;-61.0800;-56.5600;-4.5200
1202.5890;-61.0200;-56.5200;-4.5000
1202.7880;-61.0100;-56.4800;-4.5300
1202.9870;-60.9500;-56.4300;-4.5200
1203.1860;-60.8900;-56.3600;-4.5300
1203.3850;-60.8300;-56.3000;-4.5300
1203.5840;-60.8000;-56.3000;-4.5000
1203.7830;-60.8000;-56.2500;-4.5500
1203.9820;-60.7400;-56.2000;-4.5400
1204.1810;-60.6900;-56.1500;-4.5400
1204.3810;-60.6400;-56.1100;-4.5300
1204.5800;-60.6000;-56.1100;-4.4900
1204.7790;-60.5500;-56.0600;-4.4900
1204.9780;-60.5100;-56.0100;-4.5000
1205.1770;-60.4300;-56.0000;-4.4300
1205.3760;-60.3700;-55.9800;-4.3900
1205.5750;-60.3500;-55.9600;-4.3900
1205.7740;-60.3100;-55.9300;-4.3800
1205.9740;-60.2500;-55.9100;-4.3400
1206.1730;-60.1800;-55.9200;-4.2600
1206.3720;-60.1500;-55.8800;-4.2700
1206.5710;-60.1300;-55.8700;-4.2600
1206.7700;-60.0900;-55.8300;-4.2600
1206.9690;-60.0000;-55.8100;-4.1900
1207.1680;-60.0000;-55.8300;-4.1700
1207.3670;-59.9900;-55.7800;-4.2100
1207.5660;-59.9800;-55.7300;-4.2500
1207.7660;-59.9300;-55.7100;-4.2200
1207.9650;-59.9000;-55.6900;-4.2100
1208.1640;-59.8900;-55.6500;-4.2400
1208.3630;-59.8600;-55.5800;-4.2800
1208.5620;-59.8300;-55.5500;-4.2800
1208.7610;-59.7600;-55.5300;-4.2300
1208.9600;-59.7500;-55.4700;-4.2800
1209.1590;-59.7100;-55.4200;-4.2900
1209.3580;-59.6300;-55.3500;-4.2800
1209.5580;-59.5800;-55.3200;-4.2600
1209.7570;-59.5400;-55.2900;-4.2500
1209.9560;-59.5100;-55.2200;-4.2900
1210.1550;-59.4400;-55.1700;-4.2700
1210.3540;-59.3600;-55.1200;-4.2400
1210.5530;-59.3000;-55.0900;-4.2100
1210.7520;-59.2900;-55.0300;-4.2600
1210.9510;-59.2100;-54.9700;-4.2400
1211.1500;-59.1200;-54.9500;-4.1700
1211.3500;-59.0900;-54.9100;-4.1800
1211.5490;-59.0600;-54.8600;-4.2000
1211.7480;-59.0200;-54.8200;-4.2000
1211.9470;-58.9500;-54.7900;-4.1600
1212.1460;-58.9000;-54.7700;-4.1300
1212.3450;-58.9000;-54.7300;-4.1700
1212.5440;-58.9000;-54.6800;-4.2200
1212.7430;-58.8600;-54.6700;-4.1900
1212.9430;-58.8000;-54.6400;-4.1600
1213.1420;-58.8200;-54.6200;-4.2000
1213.3410;-58.8400;-54.5800;-4.2600
1213.5400;-58.8100;-54.5600;-4.2500
1213.7390;-58.7800;-54.5500;-4.2300
1213.9380;-58.7900;-54.5200;-4.2700
1214.1370;-58.7900;-54.4700;-4.3200
1214.3360;-58.7600;-54.4200;-4.3400
1214.5350;-58.7200;-54.4100;-4.3100
1214.7350;-58.7400;-54.3900;-4.3500
1214.9340;-58.7100;-54.3300;-4.3800
1215.1330;-58.6700;-54.2800;-4.3900
1215.3320;-58.6100;-54.2400;-4.3700
1215.5310;-58.5600;-54.2100;-4.3500
1215.7300;-58.5600;-54.1500;-4.4100
