Wavelength;Intensity_Meas;Intensity_Ref;Difference_dB
1550.0000;-85.4700;-24.1800;-61.2900
1550.1000;-86.8300;-24.1700;-62.6600
1550.2000;-88.4500;-24.1500;-64.3000
1550.3000;-90.9000;-24.1400;-66.7600
1550.4000;-93.0600;-24.1200;-68.9400
1550.5000;-90.1700;-24.1000;-66.0700
1550.6000;-88.6500;-24.0900;-64.5600
1550.7000;-90.0400;-24.0700;-65.9700
1550.8000;-94.1900;-24.0500;-70.1400
1550.9000;-210.0000;-24.0300;-185.9700
1551.0000;-210.0000;-24.0200;-185.9800
1551.1000;-210.0000;-24.0000;-186.0000
1551.2000;-210.0000;-23.9800;-186.0200
1551.3000;-210.0000;-23.9600;-186.0400
1551.4000;-210.0000;-23.9400;-186.0600
1551.5000;-210.0000;-23.9200;-186.0800
1551.6000;-210.0000;-23.9000;-186.1000
1551.7000;-210.0000;-23.8800;-186.1200
1551.8000;-93.0800;-23.8600;-69.2200
1551.9000;-87.9500;-23.8400;-64.1100
1552.0000;-85.5000;-23.8200;-61.6800
1552.1000;-84.1000;-23.8100;-60.2900
1552.2000;-83.3700;-23.7900;-59.5800
1552.3000;-82.9200;-23.7700;-59.1500
1552.4000;-82.6200;-23.7600;-58.8600
1552.5000;-82.8700;-23.7400;-59.1300
1552.6000;-83.2700;-23.7200;-59.5500
1552.7000;-83.4800;-23.7100;-59.7700
1552.8000;-84.0000;-23.6900;-60.3100
1552.9000;-84.8600;-23.6700;-61.1900
1553.0000;-85.5500;-23.6600;-61.8900
1553.1000;-86.6400;-23.6400;-63.0000
1553.2000;-87.9700;-23.6300;-64.3400
1553.3000;-90.2500;-23.6100;-66.6400
1553.4000;-96.4000;-23.5900;-72.8100
1553.5000;-94.6300;-23.5800;-71.0500
1553.6000;-90.5400;-23.5600;-66.9800
1553.7000;-90.0400;-23.5400;-66.5000
1553.8000;-89.4800;-23.5300;-65.9500
1553.9000;-89.0100;-23.5100;-65.5000
1554.0000;-89.4200;-23.4900;-65.9300
1554.1000;-89.3100;-23.4800;-65.8300
1554.2000;-90.2000;-23.4700;-66.7300
1554.3000;-90.5400;-23.4500;-67.0900
1554.4000;-89.8200;-23.4400;-66.3800
1554.5000;-90.3900;-23.4200;-66.9700
1554.6000;-90.5200;-23.4000;-67.1200
1554.7000;-89.3600;-23.3900;-65.9700
1554.8000;-89.0100;-23.3700;-65.6400
1554.9000;-89.0700;-23.3600;-65.7100
1555.0000;-89.3200;-23.3400;-65.9800
1555.1000;-88.4900;-23.3200;-65.1700
1555.2000;-87.0100;-23.3100;-63.7000
1555.3000;-86.2100;-23.2900;-62.9200
1555.4000;-85.4400;-23.2700;-62.1700
1555.5000;-85.6300;-23.2500;-62.3800
1555.6000;-87.4500;-23.2400;-64.2100
1555.7000;-89.5100;-23.2200;-66.2900
1555.8000;-90.6600;-23.2000;-67.4600
