Wavelength;Intensity_Meas;Intensity_Ref;Difference_dB
1550.0000;-90.9600;-24.1800;-66.7800
1550.1000;-95.6900;-24.1700;-71.5200
1550.2000;-97.0000;-24.1500;-72.8500
1550.3000;-94.5900;-24.1400;-70.4500
1550.4000;-101.8200;-24.1200;-77.7000
1550.5000;-210.0000;-24.1000;-185.9000
1550.6000;-210.0000;-24.0900;-185.9100
1550.7000;-95.9000;-24.0700;-71.8300
1550.8000;-93.2200;-24.0500;-69.1700
1550.9000;-93.3600;-24.0300;-69.3300
1551.0000;-94.4100;-24.0200;-70.3900
1551.1000;-93.5100;-24.0000;-69.5100
1551.2000;-94.1100;-23.9800;-70.1300
1551.3000;-92.8700;-23.9600;-68.9100
1551.4000;-91.5800;-23.9400;-67.6400
1551.5000;-92.0400;-23.9200;-68.1200
1551.6000;-97.5300;-23.9000;-73.6300
1551.7000;-210.0000;-23.8800;-186.1200
1551.8000;-210.0000;-23.8600;-186.1400
1551.9000;-210.0000;-23.8400;-186.1600
1552.0000;-94.5500;-23.8200;-70.7300
1552.1000;-92.0600;-23.8100;-68.2500
1552.2000;-89.8700;-23.7900;-66.0800
1552.3000;-89.1000;-23.7700;-65.3300
1552.4000;-89.1200;-23.7600;-65.3600
1552.5000;-87.8700;-23.7400;-64.1300
1552.6000;-85.7000;-23.7200;-61.9800
1552.7000;-84.5500;-23.7100;-60.8400
1552.8000;-84.4900;-23.6900;-60.8000
1552.9000;-84.5800;-23.6700;-60.9100
1553.0000;-84.7600;-23.6600;-61.1000
1553.1000;-85.4500;-23.6400;-61.8100
1553.2000;-86.3300;-23.6300;-62.7000
1553.3000;-86.5500;-23.6100;-62.9400
1553.4000;-86.6800;-23.5900;-63.0900
1553.5000;-88.3300;-23.5800;-64.7500
1553.6000;-91.7100;-23.5600;-68.1500
1553.7000;-92.6300;-23.5400;-69.0900
1553.8000;-91.8500;-23.5300;-68.3200
1553.9000;-94.6200;-23.5100;-71.1100
1554.0000;-210.0000;-23.4900;-186.5100
1554.1000;-104.5500;-23.4800;-81.0700
1554.2000;-95.1100;-23.4700;-71.6400
1554.3000;-210.0000;-23.4500;-186.5500
1554.4000;-210.0000;-23.4400;-186.5600
1554.5000;-100.6600;-23.4200;-77.2400
1554.6000;-96.3900;-23.4000;-72.9900
1554.7000;-210.0000;-23.3900;-186.6100
1554.8000;-210.0000;-23.3700;-186.6300
1554.9000;-210.0000;-23.3600;-186.6400
1555.0000;-210.0000;-23.3400;-186.6600
1555.1000;-93.1000;-23.3200;-69.7800
1555.2000;-90.0100;-23.3100;-66.7000
1555.3000;-88.0700;-23.2900;-64.7800
1555.4000;-87.3500;-23.2700;-64.0800
1555.5000;-87.7000;-23.2500;-64.4500
1555.6000;-87.8900;-23.2400;-64.6500
1555.7000;-86.8600;-23.2200;-63.6400
1555.8000;-86.1800;-23.2000;-62.9800
1555.9000;-85.3700;-23.1900;-62.1800
1556.0000;-84.7300;-23.1700;-61.5600
1556.1000;-84.7400;-23.1600;-61.5800
1556.2000;-85.4300;-23.1400;-62.2900
1556.3000;-86.0500;-23.1200;-62.9300
1556.4000;-86.1000;-23.1100;-62.9900
1556.5000;-85.8600;-23.0900;-62.7700
1556.6000;-85.6400;-23.0800;-62.5600
1556.7000;-86.4800;-23.0600;-63.4200
1556.8000;-87.8500;-23.0500;-64.8000
1556.9000;-90.4600;-23.0300;-67.4300
1557.0000;-93.4700;-23.0200;-70.4500
1557.1000;-92.7000;-23.0000;-69.7000
1557.2000;-90.2100;-22.9900;-67.2200
1557.3000;-89.5100;-22.9700;-66.5400
1557.4000;-90.2100;-22.9600;-67.2500
1557.5000;-89.6800;-22.9400;-66.7400
1557.6000;-88.7000;-22.9300;-65.7700
1557.7000;-87.5700;-22.9100;-64.6600
1557.8000;-86.3900;-22.9000;-63.4900
