Wavelength (nm);Intensity (dBm)
1751.0;1751.0
1550.0;-69.71
1550.1;-69.7
1550.2;-69.69
1550.3;-69.68
1550.4;-69.68
1550.5;-69.68
1550.6;-69.67
1550.7;-69.68
1550.8;-69.7
1550.9;-69.7
1551.0;-69.69
1551.1;-69.68
1551.2;-69.65
1551.3;-69.61
1551.4;-69.57
1551.5;-69.55
1551.6;-69.53
1551.7;-69.51
1551.8;-69.49
1551.9;-69.47
1552.0;-69.46
1552.1;-69.47
1552.2;-69.48
1552.3;-69.49
1552.4;-69.49
1552.5;-69.47
1552.6;-69.47
1552.7;-69.48
1552.8;-69.49
1552.9;-69.49
1553.0;-69.48
1553.1;-69.48
1553.2;-69.47
1553.3;-69.46
1553.4;-69.46
1553.5;-69.46
1553.6;-69.45
1553.7;-69.42
1553.8;-69.4
1553.9;-69.39
1554.0;-69.38
1554.1;-69.36
1554.2;-69.34
1554.3;-69.33
1554.4;-69.3
1554.5;-69.29
1554.6;-69.27
1554.7;-69.26
1554.8;-69.24
1554.9;-69.23
1555.0;-69.22
1555.1;-69.21
1555.2;-69.19
1555.3;-69.18
1555.4;-69.18
1555.5;-69.18
1555.6;-69.18
1555.7;-69.19
1555.8;-69.18
1555.9;-69.18
1556.0;-69.18
1556.1;-69.18
1556.2;-69.18
1556.3;-69.17
1556.4;-69.16
1556.5;-69.16
1556.6;-69.14
1556.7;-69.13
1556.8;-69.13
1556.9;-69.13
1557.0;-69.11
1557.1;-69.1
1557.2;-69.08
1557.3;-69.06
1557.4;-69.04
1557.5;-69.02
1557.6;-68.99
1557.7;-68.97
1557.8;-68.95
1557.9;-68.94
1558.0;-68.93
1558.1;-68.91
1558.2;-68.91
1558.3;-68.91
1558.4;-68.92
1558.5;-68.92
1558.6;-68.9
1558.7;-68.9
1558.8;-68.9
1558.9;-68.89
1559.0;-68.88
1559.1;-68.87
1559.2;-68.85
1559.3;-68.83
1559.4;-68.81
1559.5;-68.81
1559.6;-68.82
1559.7;-68.81
1559.8;-68.81
1559.9;-68.81
1560.0;-68.8
1560.1;-68.79
1560.2;-68.78
1560.3;-68.78
1560.4;-68.77
1560.5;-68.75
1560.6;-68.73
1560.7;-68.71
1560.8;-68.68
1560.9;-68.66
