Wavelength (nm);Intensity (dBm)
1131.0;1131.0
1200.0;-57.02
1200.199;-56.98
1200.398;-56.94
1200.597;-56.91
1200.797;-56.89
1200.996;-56.85
1201.195;-56.83
1201.394;-56.77
1201.593;-56.73
1201.792;-56.71
1201.991;-56.65
1202.19;-56.6
1202.389;-56.53
1202.589;-56.48
1202.788;-56.46
1202.987;-56.39
1203.186;-56.32
1203.385;-56.27
1203.584;-56.24
1203.783;-56.21
1203.982;-56.14
1204.181;-56.1
1204.381;-56.08
1204.58;-56.06
1204.779;-56.03
1204.978;-55.97
1205.177;-55.95
1205.376;-55.95
1205.575;-55.93
1205.774;-55.89
1205.974;-55.88
1206.173;-55.86
1206.372;-55.86
1206.571;-55.83
1206.77;-55.8
1206.969;-55.77
1207.168;-55.76
1207.367;-55.73
1207.566;-55.69
1207.766;-55.66
1207.965;-55.65
1208.164;-55.59
1208.363;-55.55
1208.562;-55.52
1208.761;-55.49
1208.96;-55.43
1209.159;-55.36
1209.358;-55.33
1209.558;-55.28
1209.757;-55.23
1209.956;-55.17
1210.155;-55.1
1210.354;-55.08
1210.553;-55.05
1210.752;-54.98
1210.951;-54.93
1211.15;-54.9
1211.35;-54.87
1211.549;-54.83
1211.748;-54.78
1211.947;-54.74
1212.146;-54.73
1212.345;-54.7
1212.544;-54.65
1212.743;-54.64
1212.943;-54.61
1213.142;-54.58
1213.341;-54.55
1213.54;-54.52
1213.739;-54.51
1213.938;-54.48
1214.137;-54.43
1214.336;-54.4
1214.535;-54.38
1214.735;-54.35
1214.934;-54.28
1215.133;-54.24
1215.332;-54.21
1215.531;-54.16
1215.73;-54.1
1215.929;-54.03
1216.128;-53.99
1216.327;-53.95
1216.527;-53.89
1216.726;-53.82
1216.925;-53.76
1217.124;-53.72
1217.323;-53.66
1217.522;-53.6
1217.721;-53.56
1217.92;-53.52
1218.12;-53.46
1218.319;-53.41
1218.518;-53.37
1218.717;-53.35
1218.916;-53.31
1219.115;-53.25
1219.314;-53.23
1219.513;-53.21
1219.712;-53.18
1219.912;-53.12
1220.111;-53.1
1220.31;-53.08
1220.509;-53.03
1220.708;-52.99
1220.907;-52.94
1221.106;-52.9
