Wavelength (nm);Intensity (dBm)
2251.0;2251.0
1200.0;-59.16
1200.1;-59.16
1200.2;-59.16
1200.3;-59.15
1200.4;-59.14
1200.5;-59.13
1200.6;-59.13
1200.7;-59.12
1200.8;-59.11
1200.9;-59.11
1201.0;-59.1
1201.1;-59.09
1201.2;-59.07
1201.3;-59.06
1201.4;-59.04
1201.5;-59.03
1201.6;-59.02
1201.7;-59.0
1201.8;-58.98
1201.9;-58.96
1202.0;-58.94
1202.1;-58.92
1202.2;-58.9
1202.3;-58.88
1202.4;-58.86
1202.5;-58.84
1202.6;-58.81
1202.7;-58.78
1202.8;-58.76
1202.9;-58.73
1203.0;-58.71
1203.1;-58.69
1203.2;-58.66
1203.3;-58.63
1203.4;-58.61
1203.5;-58.58
1203.6;-58.55
1203.7;-58.53
1203.8;-58.51
1203.9;-58.49
1204.0;-58.46
1204.1;-58.44
1204.2;-58.42
1204.3;-58.39
1204.4;-58.38
1204.5;-58.36
1204.6;-58.34
1204.7;-58.32
1204.8;-58.3
1204.9;-58.28
1205.0;-58.26
1205.1;-58.25
1205.2;-58.24
1205.3;-58.22
1205.4;-58.21
1205.5;-58.19
1205.6;-58.18
1205.7;-58.17
1205.8;-58.16
1205.9;-58.15
1206.0;-58.14
1206.1;-58.13
1206.2;-58.12
1206.3;-58.11
1206.4;-58.11
1206.5;-58.1
1206.6;-58.09
1206.7;-58.09
1206.8;-58.08
1206.9;-58.07
1207.0;-58.05
1207.1;-58.04
1207.2;-58.04
1207.3;-58.03
1207.4;-58.01
1207.5;-58.0
1207.6;-57.99
1207.7;-57.98
1207.8;-57.97
1207.9;-57.95
1208.0;-57.94
1208.1;-57.93
1208.2;-57.91
1208.3;-57.9
1208.4;-57.88
1208.5;-57.86
1208.6;-57.85
1208.7;-57.83
1208.8;-57.81
1208.9;-57.78
1209.0;-57.76
1209.1;-57.74
1209.2;-57.72
1209.3;-57.69
1209.4;-57.67
1209.5;-57.65
1209.6;-57.62
1209.7;-57.6
1209.8;-57.57
1209.9;-57.55
1210.0;-57.52
1210.1;-57.49
1210.2;-57.47
1210.3;-57.44
1210.4;-57.41
1210.5;-57.38
1210.6;-57.35
1210.7;-57.32
1210.8;-57.3
1210.9;-57.27
1211.0;-57.24
1211.1;-57.22
1211.2;-57.19
1211.3;-57.17
1211.4;-57.14
1211.5;-57.12
1211.6;-57.1
1211.7;-57.07
1211.8;-57.05
1211.9;-57.03
1212.0;-57.01
1212.1;-56.99
1212.2;-56.97
1212.3;-56.95
1212.4;-56.93
1212.5;-56.91
1212.6;-56.89
1212.7;-56.87
1212.8;-56.86
1212.9;-56.84
1213.0;-56.83
1213.1;-56.81
1213.2;-56.8
1213.3;-56.78
1213.4;-56.77
1213.5;-56.75
1213.6;-56.74
1213.7;-56.72
1213.8;-56.71
1213.9;-56.69
1214.0;-56.68
1214.1;-56.67
1214.2;-56.65
1214.3;-56.64
1214.4;-56.62
1214.5;-56.61
1214.6;-56.59
1214.7;-56.58
1214.8;-56.56
1214.9;-56.54
1215.0;-56.52
1215.1;-56.5
1215.2;-56.48
1215.3;-56.46
1215.4;-56.44
1215.5;-56.42
1215.6;-56.4
1215.7;-56.37
1215.8;-56.35
1215.9;-56.32
1216.0;-56.3
1216.1;-56.27
1216.2;-56.24
1216.3;-56.22
1216.4;-56.19
1216.5;-56.16
1216.6;-56.13
1216.7;-56.1
1216.8;-56.06
1216.9;-56.03
1217.0;-56.0
1217.1;-55.97
1217.2;-55.94
1217.3;-55.9
1217.4;-55.87
1217.5;-55.84
1217.6;-55.81
1217.7;-55.78
1217.8;-55.74
1217.9;-55.71
1218.0;-55.68
1218.1;-55.65
1218.2;-55.62
1218.3;-55.59
1218.4;-55.57
1218.5;-55.54
1218.6;-55.51
1218.7;-55.48
1218.8;-55.46
1218.9;-55.43
1219.0;-55.41
1219.1;-55.38
1219.2;-55.36
1219.3;-55.34
1219.4;-55.31
1219.5;-55.29
1219.6;-55.27
1219.7;-55.25
1219.8;-55.23
1219.9;-55.21
1220.0;-55.19
1220.1;-55.17
1220.2;-55.15
1220.3;-55.13
1220.4;-55.11
1220.5;-55.09
1220.6;-55.07
1220.7;-55.05
1220.8;-55.03
1220.9;-55.01
1221.0;-54.98
1221.1;-54.96
1221.2;-54.94
1221.3;-54.92
1221.4;-54.89
1221.5;-54.87
1221.6;-54.84
1221.7;-54.81
1221.8;-54.79
1221.9;-54.76
1222.0;-54.73
1222.1;-54.7
1222.2;-54.67
1222.3;-54.64
1222.4;-54.61
1222.5;-54.58
1222.6;-54.55
1222.7;-54.52
1222.8;-54.48
1222.9;-54.45
1223.0;-54.41
1223.1;-54.38
1223.2;-54.34
1223.3;-54.31
