Wavelength (nm);Intensity (dBm)
1751.0;1751.0
1550.0;-69.3
1550.1;-69.29
1550.2;-69.29
1550.3;-69.28
1550.4;-69.28
1550.5;-69.27
1550.6;-69.27
1550.7;-69.29
1550.8;-69.3
1550.9;-69.3
1551.0;-69.31
1551.1;-69.31
1551.2;-69.32
1551.3;-69.32
1551.4;-69.3
1551.5;-69.28
1551.6;-69.25
1551.7;-69.22
1551.8;-69.22
1551.9;-69.22
1552.0;-69.21
1552.1;-69.2
1552.2;-69.19
1552.3;-69.18
1552.4;-69.17
1552.5;-69.17
1552.6;-69.16
1552.7;-69.14
1552.8;-69.11
1552.9;-69.09
1553.0;-69.07
1553.1;-69.05
1553.2;-69.03
1553.3;-69.02
1553.4;-69.01
1553.5;-69.0
1553.6;-69.01
1553.7;-69.01
1553.8;-69.01
1553.9;-69.01
1554.0;-69.01
1554.1;-69.02
1554.2;-69.02
1554.3;-69.02
1554.4;-69.0
1554.5;-68.98
1554.6;-68.96
1554.7;-68.92
1554.8;-68.9
1554.9;-68.9
1555.0;-68.9
1555.1;-68.88
1555.2;-68.87
1555.3;-68.86
1555.4;-68.85
1555.5;-68.85
1555.6;-68.84
1555.7;-68.84
1555.8;-68.86
1555.9;-68.85
1556.0;-68.82
1556.1;-68.81
1556.2;-68.79
1556.3;-68.78
1556.4;-68.76
1556.5;-68.76
1556.6;-68.76
1556.7;-68.76
1556.8;-68.75
1556.9;-68.71
1557.0;-68.7
1557.1;-68.69
1557.2;-68.68
1557.3;-68.67
1557.4;-68.65
1557.5;-68.63
1557.6;-68.62
1557.7;-68.59
1557.8;-68.57
1557.9;-68.56
1558.0;-68.57
1558.1;-68.57
1558.2;-68.56
1558.3;-68.55
1558.4;-68.54
1558.5;-68.54
1558.6;-68.54
1558.7;-68.54
1558.8;-68.53
1558.9;-68.52
1559.0;-68.49
1559.1;-68.48
1559.2;-68.48
1559.3;-68.47
1559.4;-68.46
1559.5;-68.43
1559.6;-68.4
1559.7;-68.39
1559.8;-68.38
1559.9;-68.38
1560.0;-68.37
1560.1;-68.36
1560.2;-68.35
1560.3;-68.34
1560.4;-68.33
1560.5;-68.33
1560.6;-68.31
1560.7;-68.28
1560.8;-68.26
1560.9;-68.24
1561.0;-68.22
1561.1;-68.19
1561.2;-68.17
1561.3;-68.16
1561.4;-68.16
1561.5;-68.14
1561.6;-68.14
1561.7;-68.16
1561.8;-68.15
1561.9;-68.15
1562.0;-68.13
1562.1;-68.11
1562.2;-68.1
1562.3;-68.09
1562.4;-68.07
1562.5;-68.06
1562.6;-68.04
1562.7;-68.03
1562.8;-68.03
1562.9;-68.03
1563.0;-68.04
1563.1;-68.05
1563.2;-68.05
1563.3;-68.04
1563.4;-68.03
1563.5;-68.02
1563.6;-68.0
1563.7;-67.98
1563.8;-67.96
1563.9;-67.95
1564.0;-67.92
1564.1;-67.89
1564.2;-67.86
1564.3;-67.85
1564.4;-67.85
1564.5;-67.84
1564.6;-67.83
1564.7;-67.82
1564.8;-67.81
1564.9;-67.79
1565.0;-67.77
1565.1;-67.78
1565.2;-67.78
1565.3;-67.76
1565.4;-67.74
1565.5;-67.73
1565.6;-67.71
1565.7;-67.71
1565.8;-67.69
1565.9;-67.68
1566.0;-67.67
1566.1;-67.65
1566.2;-67.64
1566.3;-67.64
1566.4;-67.64
1566.5;-67.62
1566.6;-67.6
1566.7;-67.58
1566.8;-67.58
1566.9;-67.57
1567.0;-67.55
1567.1;-67.52
1567.2;-67.49
1567.3;-67.46
1567.4;-67.44
1567.5;-67.42
1567.6;-67.41
1567.7;-67.39
1567.8;-67.36
1567.9;-67.35
1568.0;-67.34
1568.1;-67.33
1568.2;-67.33
1568.3;-67.31
1568.4;-67.29
1568.5;-67.29
1568.6;-67.27
1568.7;-67.26
1568.8;-67.25
1568.9;-67.22
1569.0;-67.19
1569.1;-67.16
1569.2;-67.14
1569.3;-67.12
1569.4;-67.1
1569.5;-67.06
1569.6;-67.03
1569.7;-67.0
1569.8;-66.96
1569.9;-66.93
1570.0;-66.89
1570.1;-66.86
1570.2;-66.82
1570.3;-66.78
1570.4;-66.74
1570.5;-66.69
1570.6;-66.64
1570.7;-66.59
1570.8;-66.52
1570.9;-66.46
1571.0;-66.39
1571.1;-66.31
1571.2;-66.22
1571.3;-66.13
1571.4;-66.04
1571.5;-65.95
1571.6;-65.85
1571.7;-65.75
1571.8;-65.64
1571.9;-65.53
1572.0;-65.41
1572.1;-65.29
1572.2;-65.17
1572.3;-65.03
1572.4;-64.88
1572.5;-64.71
1572.6;-64.54
1572.7;-64.36
1572.8;-64.18
1572.9;-64.0
1573.0;-63.81
1573.1;-63.6
1573.2;-63.4
1573.3;-63.19
1573.4;-62.97
1573.5;-62.75
1573.6;-62.53
1573.7;-62.3
1573.8;-62.06
1573.9;-61.82
1574.0;-61.57
1574.1;-61.32
1574.2;-61.07
1574.3;-60.82
1574.4;-60.56
1574.5;-60.3
1574.6;-60.04
1574.7;-59.78
1574.8;-59.51
1574.9;-59.25
1575.0;-58.98
1575.1;-58.72
1575.2;-58.45
1575.3;-58.19
1575.4;-57.92
1575.5;-57.66
1575.6;-57.4
1575.7;-57.14
1575.8;-56.88
1575.9;-56.62
1576.0;-56.37
1576.1;-56.11
1576.2;-55.86
1576.3;-55.61
1576.4;-55.36
1576.5;-55.11
1576.6;-54.87
1576.7;-54.63
1576.8;-54.39
1576.9;-54.15
1577.0;-53.92
1577.1;-53.69
1577.2;-53.46
1577.3;-53.23
1577.4;-53.01
1577.5;-52.79
1577.6;-52.57
1577.7;-52.36
1577.8;-52.14
1577.9;-51.93
1578.0;-51.72
1578.1;-51.52
1578.2;-51.32
1578.3;-51.12
1578.4;-50.92
1578.5;-50.73
1578.6;-50.54
1578.7;-50.35
1578.8;-50.17
1578.9;-49.99
1579.0;-49.81
1579.1;-49.64
1579.2;-49.46
1579.3;-49.29
1579.4;-49.12
1579.5;-48.95
1579.6;-48.78
1579.7;-48.62
1579.8;-48.46
1579.9;-48.3
1580.0;-48.14
1580.1;-47.99
1580.2;-47.84
1580.3;-47.69
1580.4;-47.54
1580.5;-47.39
1580.6;-47.25
1580.7;-47.11
1580.8;-46.98
1580.9;-46.84
1581.0;-46.71
1581.1;-46.59
1581.2;-46.46
1581.3;-46.34
1581.4;-46.22
1581.5;-46.1
1581.6;-45.99
1581.7;-45.88
1581.8;-45.77
1581.9;-45.66
1582.0;-45.56
1582.1;-45.46
1582.2;-45.36
1582.3;-45.27
1582.4;-45.18
1582.5;-45.09
1582.6;-45.0
1582.7;-44.92
1582.8;-44.84
1582.9;-44.77
1583.0;-44.7
1583.1;-44.63
1583.2;-44.56
1583.3;-44.5
1583.4;-44.44
1583.5;-44.39
1583.6;-44.33
1583.7;-44.28
1583.8;-44.23
1583.9;-44.19
1584.0;-44.15
1584.1;-44.11
1584.2;-44.08
1584.3;-44.05
1584.4;-44.02
1584.5;-43.99
1584.6;-43.97
1584.7;-43.95
1584.8;-43.94
1584.9;-43.93
1585.0;-43.92
1585.1;-43.91
1585.2;-43.91
1585.3;-43.91
1585.4;-43.92
1585.5;-43.93
1585.6;-43.94
1585.7;-43.95
1585.8;-43.97
1585.9;-43.99
1586.0;-44.01
1586.1;-44.03
1586.2;-44.06
1586.3;-44.09
1586.4;-44.13
1586.5;-44.17
1586.6;-44.21
1586.7;-44.25
1586.8;-44.31
1586.9;-44.36
1587.0;-44.42
1587.1;-44.48
1587.2;-44.55
1587.3;-44.63
1587.4;-44.71
1587.5;-44.79
1587.6;-44.88
1587.7;-44.98
1587.8;-45.08
1587.9;-45.18
1588.0;-45.29
1588.1;-45.41
1588.2;-45.54
1588.3;-45.67
1588.4;-45.8
1588.5;-45.94
1588.6;-46.09
1588.7;-46.25
1588.8;-46.42
1588.9;-46.59
1589.0;-46.78
1589.1;-46.97
1589.2;-47.16
1589.3;-47.37
1589.4;-47.58
1589.5;-47.79
1589.6;-48.02
1589.7;-48.25
1589.8;-48.49
1589.9;-48.74
1590.0;-48.99
1590.1;-49.26
1590.2;-49.53
1590.3;-49.81
1590.4;-50.11
1590.5;-50.42
1590.6;-50.74
1590.7;-51.06
1590.8;-51.4
1590.9;-51.74
1591.0;-52.08
1591.1;-52.42
1591.2;-52.75
1591.3;-53.06
1591.4;-53.35
1591.5;-53.59
1591.6;-53.78
1591.7;-53.91
1591.8;-53.97
1591.9;-53.96
1592.0;-53.87
1592.1;-53.69
1592.2;-53.45
1592.3;-53.14
1592.4;-52.78
1592.5;-52.38
1592.6;-51.95
1592.7;-51.5
1592.8;-51.03
1592.9;-50.56
1593.0;-50.09
1593.1;-49.62
1593.2;-49.16
1593.3;-48.7
1593.4;-48.25
1593.5;-47.82
1593.6;-47.39
1593.7;-46.98
1593.8;-46.58
1593.9;-46.18
1594.0;-45.8
1594.1;-45.43
1594.2;-45.07
1594.3;-44.72
1594.4;-44.38
1594.5;-44.06
1594.6;-43.74
1594.7;-43.42
1594.8;-43.12
1594.9;-42.82
1595.0;-42.54
1595.1;-42.25
1595.2;-41.98
1595.3;-41.71
1595.4;-41.45
1595.5;-41.19
1595.6;-40.94
1595.7;-40.69
1595.8;-40.45
1595.9;-40.21
1596.0;-39.98
1596.1;-39.75
1596.2;-39.52
1596.3;-39.3
1596.4;-39.08
1596.5;-38.86
1596.6;-38.65
1596.7;-38.44
1596.8;-38.24
1596.9;-38.03
1597.0;-37.84
1597.1;-37.64
1597.2;-37.45
1597.3;-37.26
1597.4;-37.08
1597.5;-36.9
1597.6;-36.73
1597.7;-36.56
1597.8;-36.39
1597.9;-36.23
1598.0;-36.07
1598.1;-35.91
1598.2;-35.76
1598.3;-35.62
1598.4;-35.47
1598.5;-35.33
1598.6;-35.19
1598.7;-35.06
1598.8;-34.93
1598.9;-34.8
1599.0;-34.67
1599.1;-34.55
1599.2;-34.42
1599.3;-34.31
1599.4;-34.19
1599.5;-34.07
1599.6;-33.96
1599.7;-33.84
1599.8;-33.73
1599.9;-33.62
1600.0;-33.52
1600.1;-33.41
1600.2;-33.31
1600.3;-33.2
1600.4;-33.1
1600.5;-33.0
1600.6;-32.9
1600.7;-32.8
1600.8;-32.71
1600.9;-32.61
1601.0;-32.51
1601.1;-32.42
1601.2;-32.33
1601.3;-32.24
1601.4;-32.16
1601.5;-32.07
1601.6;-31.99
1601.7;-31.91
1601.8;-31.83
1601.9;-31.76
1602.0;-31.68
1602.1;-31.61
1602.2;-31.54
1602.3;-31.47
1602.4;-31.41
1602.5;-31.34
1602.6;-31.28
1602.7;-31.22
1602.8;-31.16
1602.9;-31.11
1603.0;-31.05
1603.1;-31.0
1603.2;-30.95
1603.3;-30.9
1603.4;-30.86
1603.5;-30.81
1603.6;-30.77
1603.7;-30.72
1603.8;-30.68
1603.9;-30.64
1604.0;-30.6
1604.1;-30.56
1604.2;-30.52
1604.3;-30.48
1604.4;-30.45
1604.5;-30.41
1604.6;-30.38
1604.7;-30.34
1604.8;-30.31
1604.9;-30.28
1605.0;-30.26
1605.1;-30.23
1605.2;-30.2
1605.3;-30.18
1605.4;-30.16
1605.5;-30.14
1605.6;-30.12
1605.7;-30.11
1605.8;-30.09
1605.9;-30.08
1606.0;-30.08
1606.1;-30.07
1606.2;-30.07
1606.3;-30.06
1606.4;-30.06
1606.5;-30.07
1606.6;-30.07
1606.7;-30.07
1606.8;-30.08
1606.9;-30.09
1607.0;-30.09
1607.1;-30.11
1607.2;-30.12
1607.3;-30.13
1607.4;-30.15
1607.5;-30.16
1607.6;-30.18
1607.7;-30.2
1607.8;-30.21
1607.9;-30.23
1608.0;-30.26
1608.1;-30.28
1608.2;-30.3
1608.3;-30.32
1608.4;-30.35
1608.5;-30.37
1608.6;-30.4
1608.7;-30.43
1608.8;-30.46
1608.9;-30.49
1609.0;-30.53
1609.1;-30.56
1609.2;-30.6
1609.3;-30.64
1609.4;-30.68
1609.5;-30.73
1609.6;-30.78
1609.7;-30.83
1609.8;-30.88
1609.9;-30.94
1610.0;-31.0
1610.1;-31.06
1610.2;-31.12
1610.3;-31.19
1610.4;-31.25
1610.5;-31.32
1610.6;-31.39
1610.7;-31.46
1610.8;-31.53
1610.9;-31.61
1611.0;-31.68
1611.1;-31.76
1611.2;-31.84
1611.3;-31.92
1611.4;-32.0
1611.5;-32.08
1611.6;-32.17
1611.7;-32.25
1611.8;-32.33
1611.9;-32.42
1612.0;-32.5
1612.1;-32.59
1612.2;-32.68
1612.3;-32.77
1612.4;-32.86
1612.5;-32.95
1612.6;-33.04
1612.7;-33.13
1612.8;-33.23
1612.9;-33.33
1613.0;-33.42
1613.1;-33.52
1613.2;-33.63
1613.3;-33.73
1613.4;-33.83
1613.5;-33.94
1613.6;-34.04
1613.7;-34.15
1613.8;-34.25
1613.9;-34.36
1614.0;-34.47
1614.1;-34.58
1614.2;-34.69
1614.3;-34.79
1614.4;-34.9
1614.5;-35.01
1614.6;-35.12
1614.7;-35.22
1614.8;-35.33
1614.9;-35.43
1615.0;-35.53
1615.1;-35.63
1615.2;-35.73
1615.3;-35.82
1615.4;-35.91
1615.5;-36.0
1615.6;-36.08
1615.7;-36.16
1615.8;-36.24
1615.9;-36.31
1616.0;-36.38
1616.1;-36.44
