Wavelength (nm);Intensity (dBm)
1751.0;1751.0
1550.0;-69.75
1550.1;-69.74
1550.2;-69.74
1550.3;-69.74
1550.4;-69.74
1550.5;-69.73
1550.6;-69.7
1550.7;-69.69
1550.8;-69.69
1550.9;-69.68
1551.0;-69.66
1551.1;-69.64
1551.2;-69.63
1551.3;-69.6
1551.4;-69.57
1551.5;-69.56
1551.6;-69.57
1551.7;-69.55
1551.8;-69.52
1551.9;-69.51
1552.0;-69.49
1552.1;-69.47
1552.2;-69.46
1552.3;-69.45
1552.4;-69.43
1552.5;-69.41
1552.6;-69.39
1552.7;-69.39
1552.8;-69.39
1552.9;-69.38
1553.0;-69.37
1553.1;-69.37
1553.2;-69.38
1553.3;-69.39
1553.4;-69.41
1553.5;-69.4
1553.6;-69.4
1553.7;-69.39
1553.8;-69.37
1553.9;-69.35
1554.0;-69.34
1554.1;-69.32
1554.2;-69.3
1554.3;-69.29
1554.4;-69.29
1554.5;-69.3
1554.6;-69.3
1554.7;-69.3
1554.8;-69.29
1554.9;-69.3
1555.0;-69.29
1555.1;-69.28
1555.2;-69.26
1555.3;-69.25
1555.4;-69.24
1555.5;-69.21
1555.6;-69.18
1555.7;-69.16
1555.8;-69.15
1555.9;-69.15
1556.0;-69.14
1556.1;-69.15
1556.2;-69.15
1556.3;-69.14
1556.4;-69.12
1556.5;-69.12
1556.6;-69.12
1556.7;-69.13
1556.8;-69.12
1556.9;-69.13
1557.0;-69.13
1557.1;-69.12
1557.2;-69.1
1557.3;-69.1
1557.4;-69.09
1557.5;-69.08
1557.6;-69.05
1557.7;-69.02
1557.8;-68.99
1557.9;-68.96
1558.0;-68.93
1558.1;-68.91
1558.2;-68.91
1558.3;-68.9
1558.4;-68.88
1558.5;-68.85
1558.6;-68.83
1558.7;-68.82
1558.8;-68.82
1558.9;-68.81
1559.0;-68.81
1559.1;-68.8
1559.2;-68.78
1559.3;-68.77
1559.4;-68.77
1559.5;-68.78
1559.6;-68.79
1559.7;-68.79
1559.8;-68.78
1559.9;-68.77
1560.0;-68.75
1560.1;-68.73
1560.2;-68.72
1560.3;-68.72
1560.4;-68.71
1560.5;-68.7
1560.6;-68.67
1560.7;-68.65
1560.8;-68.64
1560.9;-68.63
1561.0;-68.63
1561.1;-68.63
1561.2;-68.62
1561.3;-68.6
1561.4;-68.58
1561.5;-68.58
1561.6;-68.57
1561.7;-68.56
1561.8;-68.56
1561.9;-68.55
1562.0;-68.53
1562.1;-68.52
1562.2;-68.51
1562.3;-68.51
1562.4;-68.49
1562.5;-68.48
1562.6;-68.47
1562.7;-68.45
1562.8;-68.41
1562.9;-68.39
1563.0;-68.38
1563.1;-68.35
1563.2;-68.34
1563.3;-68.33
1563.4;-68.33
1563.5;-68.33
1563.6;-68.33
1563.7;-68.33
1563.8;-68.33
1563.9;-68.33
1564.0;-68.32
1564.1;-68.3
1564.2;-68.28
1564.3;-68.26
1564.4;-68.24
1564.5;-68.21
1564.6;-68.19
1564.7;-68.17
1564.8;-68.14
1564.9;-68.13
1565.0;-68.12
1565.1;-68.12
1565.2;-68.1
1565.3;-68.08
1565.4;-68.07
1565.5;-68.07
1565.6;-68.05
1565.7;-68.04
1565.8;-68.05
1565.9;-68.04
1566.0;-68.02
1566.1;-68.01
1566.2;-68.0
1566.3;-67.98
1566.4;-67.96
1566.5;-67.94
1566.6;-67.93
1566.7;-67.92
1566.8;-67.91
1566.9;-67.88
1567.0;-67.86
1567.1;-67.83
1567.2;-67.82
1567.3;-67.82
1567.4;-67.81
1567.5;-67.8
1567.6;-67.77
1567.7;-67.75
1567.8;-67.73
1567.9;-67.71
1568.0;-67.69
1568.1;-67.69
1568.2;-67.68
1568.3;-67.66
1568.4;-67.65
1568.5;-67.64
1568.6;-67.62
1568.7;-67.6
1568.8;-67.59
1568.9;-67.59
1569.0;-67.57
1569.1;-67.54
1569.2;-67.52
1569.3;-67.51
1569.4;-67.49
1569.5;-67.47
1569.6;-67.45
1569.7;-67.43
1569.8;-67.4
1569.9;-67.38
1570.0;-67.37
1570.1;-67.37
1570.2;-67.34
1570.3;-67.32
1570.4;-67.31
1570.5;-67.28
1570.6;-67.26
1570.7;-67.24
1570.8;-67.22
1570.9;-67.2
1571.0;-67.17
1571.1;-67.14
1571.2;-67.11
1571.3;-67.07
1571.4;-67.04
1571.5;-67.02
1571.6;-66.99
1571.7;-66.95
1571.8;-66.92
1571.9;-66.89
1572.0;-66.86
1572.1;-66.84
1572.2;-66.8
1572.3;-66.76
1572.4;-66.71
1572.5;-66.66
1572.6;-66.61
1572.7;-66.56
1572.8;-66.49
1572.9;-66.43
1573.0;-66.37
1573.1;-66.29
1573.2;-66.2
1573.3;-66.12
1573.4;-66.03
1573.5;-65.93
1573.6;-65.82
1573.7;-65.7
1573.8;-65.58
1573.9;-65.46
1574.0;-65.31
1574.1;-65.16
1574.2;-65.01
1574.3;-64.84
1574.4;-64.67
1574.5;-64.5
1574.6;-64.32
1574.7;-64.13
1574.8;-63.93
1574.9;-63.72
1575.0;-63.51
1575.1;-63.29
1575.2;-63.06
1575.3;-62.82
1575.4;-62.58
1575.5;-62.33
1575.6;-62.07
1575.7;-61.81
1575.8;-61.54
1575.9;-61.27
1576.0;-60.99
1576.1;-60.72
1576.2;-60.44
1576.3;-60.15
1576.4;-59.87
1576.5;-59.58
1576.6;-59.29
1576.7;-59.0
1576.8;-58.71
1576.9;-58.42
1577.0;-58.13
1577.1;-57.84
1577.2;-57.55
1577.3;-57.26
1577.4;-56.98
1577.5;-56.69
1577.6;-56.41
1577.7;-56.12
1577.8;-55.84
1577.9;-55.57
1578.0;-55.29
1578.1;-55.01
1578.2;-54.74
1578.3;-54.47
1578.4;-54.21
1578.5;-53.94
1578.6;-53.68
1578.7;-53.43
1578.8;-53.17
1578.9;-52.92
1579.0;-52.67
1579.1;-52.42
1579.2;-52.18
1579.3;-51.93
1579.4;-51.69
1579.5;-51.45
1579.6;-51.21
1579.7;-50.97
1579.8;-50.74
1579.9;-50.51
1580.0;-50.28
1580.1;-50.05
1580.2;-49.82
1580.3;-49.6
1580.4;-49.38
