Wavelength;Intensity_Meas;Intensity_Ref;Difference_dB
1200.0000;-61.1800;-56.1700;-5.0100
1200.1990;-61.1600;-56.1300;-5.0300
1200.3980;-61.1100;-56.1000;-5.0100
1200.5970;-61.1100;-56.0800;-5.0300
1200.7970;-61.1200;-56.0500;-5.0700
1200.9960;-61.0900;-56.0200;-5.0700
1201.1950;-61.0300;-55.9700;-5.0600
1201.3940;-61.0100;-55.9300;-5.0800
1201.5930;-60.8900;-55.9000;-4.9900
1201.7920;-60.8600;-55.8500;-5.0100
1201.9910;-60.8500;-55.8100;-5.0400
1202.1900;-60.7900;-55.7500;-5.0400
1202.3890;-60.6800;-55.7000;-4.9800
1202.5890;-60.6400;-55.6600;-4.9800
1202.7880;-60.6500;-55.5900;-5.0600
1202.9870;-60.6100;-55.5400;-5.0700
1203.1860;-60.4800;-55.4800;-5.0000
1203.3850;-60.4500;-55.4400;-5.0100
1203.5840;-60.4600;-55.4200;-5.0400
1203.7830;-60.4500;-55.3500;-5.1000
1203.9820;-60.3400;-55.3200;-5.0200
1204.1810;-60.2900;-55.2800;-5.0100
1204.3810;-60.3500;-55.2400;-5.1100
1204.5800;-60.3100;-55.2300;-5.0800
1204.7790;-60.2300;-55.1800;-5.0500
1204.9780;-60.2100;-55.1500;-5.0600
1205.1770;-60.2000;-55.1200;-5.0800
1205.3760;-60.1900;-55.0900;-5.1000
1205.5750;-60.1600;-55.0900;-5.0700
1205.7740;-60.1100;-55.0500;-5.0600
1205.9740;-60.0800;-55.0400;-5.0400
1206.1730;-60.0600;-55.0200;-5.0400
1206.3720;-60.0400;-54.9900;-5.0500
1206.5710;-60.0100;-54.9800;-5.0300
1206.7700;-59.9600;-54.9500;-5.0100
1206.9690;-59.9500;-54.9300;-5.0200
1207.1680;-59.9200;-54.9000;-5.0200
1207.3670;-59.8600;-54.8600;-5.0000
1207.5660;-59.7900;-54.8500;-4.9400
1207.7660;-59.7600;-54.8000;-4.9600
1207.9650;-59.8000;-54.7700;-5.0300
1208.1640;-59.7000;-54.7200;-4.9800
1208.3630;-59.6400;-54.6800;-4.9600
1208.5620;-59.6100;-54.6500;-4.9600
1208.7610;-59.5700;-54.5800;-4.9900
1208.9600;-59.5300;-54.5400;-4.9900
1209.1590;-59.4500;-54.4900;-4.9600
1209.3580;-59.3900;-54.4300;-4.9600
1209.5580;-59.4100;-54.4000;-5.0100
1209.7570;-59.3600;-54.3400;-5.0200
1209.9560;-59.2900;-54.2800;-5.0100
1210.1550;-59.2100;-54.2300;-4.9800
1210.3540;-59.1900;-54.1800;-5.0100
1210.5530;-59.1800;-54.1400;-5.0400
1210.7520;-59.1000;-54.0800;-5.0200
1210.9510;-59.0500;-54.0300;-5.0200
1211.1500;-59.0100;-54.0000;-5.0100
1211.3500;-58.9800;-53.9500;-5.0300
1211.5490;-58.9400;-53.9200;-5.0200
1211.7480;-58.8800;-53.8800;-5.0000
1211.9470;-58.8800;-53.8400;-5.0400
1212.1460;-58.8600;-53.8200;-5.0400
1212.3450;-58.8400;-53.7700;-5.0700
1212.5440;-58.7900;-53.7600;-5.0300
1212.7430;-58.7800;-53.7200;-5.0600
1212.9430;-58.8000;-53.6800;-5.1200
1213.1420;-58.7900;-53.6700;-5.1200
1213.3410;-58.7500;-53.6300;-5.1200
1213.5400;-58.7500;-53.6100;-5.1400
1213.7390;-58.7700;-53.5700;-5.2000
1213.9380;-58.8000;-53.5300;-5.2700
1214.1370;-58.7500;-53.5100;-5.2400
1214.3360;-58.7200;-53.4600;-5.2600
1214.5350;-58.7400;-53.4400;-5.3000
1214.7350;-58.7600;-53.3900;-5.3700
1214.9340;-58.7200;-53.3400;-5.3800
1215.1330;-58.6700;-53.2900;-5.3800
1215.3320;-58.6800;-53.2400;-5.4400
1215.5310;-58.6800;-53.2000;-5.4800
1215.7300;-58.6100;-53.1400;-5.4700
1215.9290;-58.5600;-53.0800;-5.4800
1216.1280;-58.5200;-53.0300;-5.4900
1216.3270;-58.4800;-52.9600;-5.5200
1216.5270;-58.4400;-52.9200;-5.5200
1216.7260;-58.3400;-52.8600;-5.4800
1216.9250;-58.2900;-52.7900;-5.5000
1217.1240;-58.2500;-52.7400;-5.5100
1217.3230;-58.1700;-52.6700;-5.5000
1217.5220;-58.0800;-52.6300;-5.4500
1217.7210;-58.0100;-52.5700;-5.4400
1217.9200;-57.9900;-52.5200;-5.4700
1218.1200;-57.9300;-52.4800;-5.4500
1218.3190;-57.8400;-52.4200;-5.4200
1218.5180;-57.7800;-52.3900;-5.3900
1218.7170;-57.7400;-52.3400;-5.4000
1218.9160;-57.7000;-52.2900;-5.4100
1219.1150;-57.6200;-52.2600;-5.3600
1219.3140;-57.5600;-52.2100;-5.3500
1219.5130;-57.5200;-52.1900;-5.3300
1219.7120;-57.4900;-52.1500;-5.3400
1219.9120;-57.4300;-52.1100;-5.3200
1220.1110;-57.3600;-52.0700;-5.2900
1220.3100;-57.3200;-52.0300;-5.2900
1220.5090;-57.2800;-52.0000;-5.2800
1220.7080;-57.2000;-51.9500;-5.2500
1220.9070;-57.1300;-51.9100;-5.2200
1221.1060;-57.0600;-51.8500;-5.2100
1221.3050;-57.0200;-51.8000;-5.2200
1221.5040;-56.9200;-51.7500;-5.1700
1221.7040;-56.8300;-51.6800;-5.1500
1221.9030;-56.7800;-51.6300;-5.1500
1222.1020;-56.7000;-51.5700;-5.1300
1222.3010;-56.6300;-51.5000;-5.1300
1222.5000;-56.5200;-51.4300;-5.0900
1222.6990;-56.4500;-51.3600;-5.0900
1222.8980;-56.4000;-51.2900;-5.1100
1223.0970;-56.3000;-51.2200;-5.0800
1223.2970;-56.2100;-51.1500;-5.0600
1223.4960;-56.1400;-51.0800;-5.0600
1223.6950;-56.0800;-51.0000;-5.0800
1223.8940;-56.0300;-50.9400;-5.0900
1224.0930;-55.9400;-50.8700;-5.0700
1224.2920;-55.9000;-50.8000;-5.1000
1224.4910;-55.8700;-50.7400;-5.1300
1224.6900;-55.8100;-50.6700;-5.1400
1224.8890;-55.7500;-50.6000;-5.1500
1225.0890;-55.7300;-50.5500;-5.1800
1225.2880;-55.7300;-50.4800;-5.2500
1225.4870;-55.6800;-50.4300;-5.2500
1225.6860;-55.6600;-50.3700;-5.2900
1225.8850;-55.6600;-50.3200;-5.3400
1226.0840;-55.6500;-50.2700;-5.3800
1226.2830;-55.6500;-50.2100;-5.4400
1226.4820;-55.6200;-50.1600;-5.4600
1226.6810;-55.6100;-50.1100;-5.5000
1226.8810;-55.6300;-50.0600;-5.5700
1227.0800;-55.6000;-50.0000;-5.6000
1227.2790;-55.5900;-49.9500;-5.6400
1227.4780;-55.5700;-49.8900;-5.6800
1227.6770;-55.5700;-49.8300;-5.7400
1227.8760;-55.5500;-49.7700;-5.7800
1228.0750;-55.5100;-49.7100;-5.8000
1228.2740;-55.5200;-49.6400;-5.8800
1228.4740;-55.4800;-49.5700;-5.9100
1228.6730;-55.4600;-49.4900;-5.9700
1228.8720;-55.4400;-49.4200;-6.0200
1229.0710;-55.4100;-49.3500;-6.0600
1229.2700;-55.4100;-49.2600;-6.1500
1229.4690;-55.3600;-49.1900;-6.1700
1229.6680;-55.3200;-49.1000;-6.2200
1229.8670;-55.3200;-49.0100;-6.3100
1230.0660;-55.3000;-48.9500;-6.3500
1230.2660;-55.2600;-48.8500;-6.4100
1230.4650;-55.2300;-48.7700;-6.4600
1230.6640;-55.2100;-48.6900;-6.5200
1230.8630;-55.2200;-48.6200;-6.6000
1231.0620;-55.1900;-48.5500;-6.6400
1231.2610;-55.1700;-48.4800;-6.6900
1231.4600;-55.1500;-48.4300;-6.7200
1231.6590;-55.1300;-48.3500;-6.7800
1231.8580;-55.1100;-48.2800;-6.8300
1232.0580;-55.0700;-48.2300;-6.8400
1232.2570;-55.0500;-48.1600;-6.8900
1232.4560;-55.0000;-48.1200;-6.8800
1232.6550;-54.9400;-48.0400;-6.9000
1232.8540;-54.8900;-47.9800;-6.9100
1233.0530;-54.8500;-47.9300;-6.9200
1233.2520;-54.7800;-47.8600;-6.9200
1233.4510;-54.7000;-47.8100;-6.8900
1233.6500;-54.6300;-47.7400;-6.8900
