Wavelength (nm);Intensity (dBm)
1201.0;1201.0
1250.0;-40.81
1250.1;-40.67
1250.2;-40.53
1250.3;-40.4
1250.4;-40.27
1250.5;-40.15
1250.6;-40.03
1250.7;-39.92
1250.8;-39.81
1250.9;-39.71
1251.0;-39.62
1251.1;-39.53
1251.2;-39.44
1251.3;-39.36
1251.4;-39.29
1251.5;-39.22
1251.6;-39.15
1251.7;-39.09
1251.8;-39.03
1251.9;-38.98
1252.0;-38.93
1252.1;-38.89
1252.2;-38.85
1252.3;-38.81
1252.4;-38.78
1252.5;-38.75
1252.6;-38.73
1252.7;-38.71
1252.8;-38.69
1252.9;-38.68
1253.0;-38.67
1253.1;-38.66
1253.2;-38.65
1253.3;-38.65
1253.4;-38.65
1253.5;-38.65
1253.6;-38.65
1253.7;-38.65
1253.8;-38.65
1253.9;-38.66
1254.0;-38.66
1254.1;-38.67
1254.2;-38.67
1254.3;-38.67
1254.4;-38.67
1254.5;-38.67
1254.6;-38.67
1254.7;-38.66
1254.8;-38.65
1254.9;-38.64
1255.0;-38.62
1255.1;-38.59
1255.2;-38.56
1255.3;-38.53
1255.4;-38.48
1255.5;-38.43
1255.6;-38.38
1255.7;-38.31
1255.8;-38.24
1255.9;-38.16
1256.0;-38.06
1256.1;-37.96
1256.2;-37.86
1256.3;-37.74
1256.4;-37.62
1256.5;-37.48
1256.6;-37.34
1256.7;-37.19
1256.8;-37.04
1256.9;-36.88
1257.0;-36.72
1257.1;-36.55
1257.2;-36.37
1257.3;-36.19
1257.4;-36.01
1257.5;-35.83
1257.6;-35.65
1257.7;-35.47
1257.8;-35.28
1257.9;-35.1
1258.0;-34.91
1258.1;-34.73
1258.2;-34.55
1258.3;-34.37
1258.4;-34.19
1258.5;-34.02
1258.6;-33.84
1258.7;-33.67
1258.8;-33.5
1258.9;-33.34
1259.0;-33.18
1259.1;-33.02
1259.2;-32.86
1259.3;-32.71
1259.4;-32.56
1259.5;-32.42
1259.6;-32.28
1259.7;-32.14
1259.8;-32.01
1259.9;-31.88
1260.0;-31.75
1260.1;-31.63
1260.2;-31.52
1260.3;-31.4
1260.4;-31.3
