Wavelength (nm);Intensity (dBm)
1751.0;1751.0
1550.0;-24.18
1550.1;-24.17
1550.2;-24.15
1550.3;-24.14
1550.4;-24.12
1550.5;-24.1
1550.6;-24.09
1550.7;-24.07
1550.8;-24.05
1550.9;-24.03
1551.0;-24.02
1551.1;-24.0
1551.2;-23.98
1551.3;-23.96
1551.4;-23.94
1551.5;-23.92
1551.6;-23.9
1551.7;-23.88
1551.8;-23.86
1551.9;-23.84
1552.0;-23.82
1552.1;-23.81
1552.2;-23.79
1552.3;-23.77
1552.4;-23.76
1552.5;-23.74
1552.6;-23.72
1552.7;-23.71
1552.8;-23.69
1552.9;-23.67
1553.0;-23.66
1553.1;-23.64
1553.2;-23.63
1553.3;-23.61
1553.4;-23.59
1553.5;-23.58
1553.6;-23.56
1553.7;-23.54
1553.8;-23.53
1553.9;-23.51
1554.0;-23.49
1554.1;-23.48
1554.2;-23.47
1554.3;-23.45
1554.4;-23.44
1554.5;-23.42
1554.6;-23.4
1554.7;-23.39
1554.8;-23.37
1554.9;-23.36
1555.0;-23.34
1555.1;-23.32
1555.2;-23.31
1555.3;-23.29
1555.4;-23.27
1555.5;-23.25
1555.6;-23.24
1555.7;-23.22
1555.8;-23.2
1555.9;-23.19
1556.0;-23.17
1556.1;-23.16
1556.2;-23.14
1556.3;-23.12
1556.4;-23.11
1556.5;-23.09
1556.6;-23.08
1556.7;-23.06
1556.8;-23.05
1556.9;-23.03
1557.0;-23.02
1557.1;-23.0
1557.2;-22.99
1557.3;-22.97
1557.4;-22.96
1557.5;-22.94
1557.6;-22.93
1557.7;-22.91
1557.8;-22.9
1557.9;-22.88
1558.0;-22.86
1558.1;-22.85
1558.2;-22.83
1558.3;-22.81
1558.4;-22.8
1558.5;-22.78
1558.6;-22.76
1558.7;-22.75
1558.8;-22.73
1558.9;-22.72
1559.0;-22.7
1559.1;-22.69
1559.2;-22.67
1559.3;-22.66
1559.4;-22.65
1559.5;-22.63
1559.6;-22.62
1559.7;-22.61
1559.8;-22.59
1559.9;-22.58
1560.0;-22.57
1560.1;-22.55
1560.2;-22.54
1560.3;-22.52
1560.4;-22.51
1560.5;-22.49
1560.6;-22.48
1560.7;-22.47
1560.8;-22.45
1560.9;-22.44
1561.0;-22.43
1561.1;-22.42
1561.2;-22.41
1561.3;-22.39
1561.4;-22.38
1561.5;-22.37
1561.6;-22.36
1561.7;-22.34
1561.8;-22.33
1561.9;-22.32
1562.0;-22.31
1562.1;-22.29
1562.2;-22.28
1562.3;-22.27
1562.4;-22.25
1562.5;-22.24
1562.6;-22.23
1562.7;-22.21
1562.8;-22.2
1562.9;-22.19
1563.0;-22.17
1563.1;-22.16
1563.2;-22.15
1563.3;-22.13
1563.4;-22.12
1563.5;-22.11
1563.6;-22.09
1563.7;-22.08
1563.8;-22.07
1563.9;-22.06
1564.0;-22.04
1564.1;-22.03
1564.2;-22.02
1564.3;-22.01
1564.4;-21.99
1564.5;-21.98
1564.6;-21.97
1564.7;-21.95
1564.8;-21.94
1564.9;-21.93
1565.0;-21.92
1565.1;-21.9
1565.2;-21.89
1565.3;-21.88
1565.4;-21.87
1565.5;-21.86
1565.6;-21.84
1565.7;-21.83
1565.8;-21.82
1565.9;-21.81
1566.0;-21.79
1566.1;-21.78
1566.2;-21.77
1566.3;-21.76
1566.4;-21.74
1566.5;-21.73
1566.6;-21.72
1566.7;-21.71
1566.8;-21.7
1566.9;-21.69
1567.0;-21.67
1567.1;-21.66
1567.2;-21.65
1567.3;-21.64
1567.4;-21.63
1567.5;-21.62
1567.6;-21.6
1567.7;-21.59
1567.8;-21.58
1567.9;-21.57
1568.0;-21.56
1568.1;-21.55
1568.2;-21.54
1568.3;-21.53
1568.4;-21.51
1568.5;-21.5
1568.6;-21.49
1568.7;-21.48
1568.8;-21.47
1568.9;-21.46
1569.0;-21.45
1569.1;-21.44
1569.2;-21.43
1569.3;-21.42
1569.4;-21.41
1569.5;-21.4
1569.6;-21.39
1569.7;-21.38
1569.8;-21.37
1569.9;-21.36
1570.0;-21.35
1570.1;-21.34
1570.2;-21.33
1570.3;-21.32
1570.4;-21.31
1570.5;-21.3
1570.6;-21.29
1570.7;-21.28
1570.8;-21.27
1570.9;-21.26
1571.0;-21.25
1571.1;-21.24
1571.2;-21.23
1571.3;-21.23
1571.4;-21.22
1571.5;-21.21
1571.6;-21.2
1571.7;-21.19
1571.8;-21.18
1571.9;-21.17
1572.0;-21.16
1572.1;-21.15
1572.2;-21.14
1572.3;-21.13
1572.4;-21.12
1572.5;-21.11
1572.6;-21.1
1572.7;-21.09
1572.8;-21.08
1572.9;-21.07
1573.0;-21.06
1573.1;-21.05
1573.2;-21.04
1573.3;-21.03
1573.4;-21.02
1573.5;-21.02
1573.6;-21.01
1573.7;-21.0
1573.8;-20.99
1573.9;-20.98
1574.0;-20.97
1574.1;-20.96
1574.2;-20.95
1574.3;-20.95
1574.4;-20.94
1574.5;-20.93
1574.6;-20.93
1574.7;-20.92
1574.8;-20.91
1574.9;-20.9
1575.0;-20.9
1575.1;-20.89
1575.2;-20.88
1575.3;-20.87
1575.4;-20.87
1575.5;-20.86
1575.6;-20.85
1575.7;-20.84
1575.8;-20.83
