Wavelength (nm);Intensity (dBm)
1131.0;1131.0
1200.0;-58.01
1200.199;-57.93
1200.398;-57.88
1200.597;-57.91
1200.797;-57.88
1200.996;-57.84
1201.195;-57.76
1201.394;-57.77
1201.593;-57.73
1201.792;-57.64
1201.991;-57.6
1202.19;-57.54
1202.389;-57.48
1202.589;-57.45
1202.788;-57.38
1202.987;-57.28
1203.186;-57.21
1203.385;-57.19
1203.584;-57.12
1203.783;-57.02
1203.982;-56.99
1204.181;-56.95
1204.381;-56.87
1204.58;-56.8
1204.779;-56.76
1204.978;-56.74
1205.177;-56.69
1205.376;-56.63
1205.575;-56.6
1205.774;-56.59
1205.974;-56.59
1206.173;-56.53
1206.372;-56.49
1206.571;-56.5
1206.77;-56.48
1206.969;-56.43
1207.168;-56.39
1207.367;-56.37
1207.566;-56.37
1207.766;-56.33
1207.965;-56.29
1208.164;-56.24
1208.363;-56.22
1208.562;-56.21
1208.761;-56.12
1208.96;-56.07
1209.159;-56.04
1209.358;-55.99
1209.558;-55.91
1209.757;-55.86
1209.956;-55.84
1210.155;-55.78
1210.354;-55.7
1210.553;-55.67
1210.752;-55.63
1210.951;-55.59
1211.15;-55.52
1211.35;-55.49
1211.549;-55.47
1211.748;-55.43
1211.947;-55.41
1212.146;-55.35
1212.345;-55.33
1212.544;-55.34
1212.743;-55.29
1212.943;-55.25
1213.142;-55.23
1213.341;-55.23
1213.54;-55.18
1213.739;-55.13
1213.938;-55.14
1214.137;-55.11
1214.336;-55.06
1214.535;-55.02
1214.735;-54.98
1214.934;-54.95
1215.133;-54.89
1215.332;-54.83
1215.531;-54.78
1215.73;-54.72
1215.929;-54.68
1216.128;-54.59
1216.327;-54.53
1216.527;-54.49
1216.726;-54.42
1216.925;-54.34
1217.124;-54.26
1217.323;-54.22
1217.522;-54.16
1217.721;-54.08
1217.92;-54.03
1218.12;-53.97
1218.319;-53.91
1218.518;-53.85
1218.717;-53.8
1218.916;-53.76
1219.115;-53.71
1219.314;-53.65
1219.513;-53.61
1219.712;-53.56
1219.912;-53.54
1220.111;-53.48
1220.31;-53.43
1220.509;-53.39
1220.708;-53.34
1220.907;-53.29
1221.106;-53.23
1221.305;-53.18
1221.504;-53.1
1221.704;-53.04
1221.903;-52.99
1222.102;-52.9
1222.301;-52.84
1222.5;-52.76
1222.699;-52.67
1222.898;-52.62
1223.097;-52.52
1223.297;-52.43
1223.496;-52.35
1223.695;-52.27
1223.894;-52.21
1224.093;-52.11
1224.292;-52.03
1224.491;-51.96
1224.69;-51.88
1224.889;-51.82
1225.089;-51.75
1225.288;-51.68
1225.487;-51.62
1225.686;-51.56
1225.885;-51.52
1226.084;-51.46
1226.283;-51.42
1226.482;-51.37
1226.681;-51.33
1226.881;-51.3
1227.08;-51.25
1227.279;-51.21
1227.478;-51.17
1227.677;-51.13
1227.876;-51.1
1228.075;-51.04
1228.274;-51.0
1228.474;-50.96
1228.673;-50.91
1228.872;-50.87
1229.071;-50.81
1229.27;-50.75
1229.469;-50.7
1229.668;-50.63
1229.867;-50.57
1230.066;-50.51
1230.266;-50.43
1230.465;-50.37
1230.664;-50.3
1230.863;-50.25
1231.062;-50.18
1231.261;-50.13
1231.46;-50.1
1231.659;-50.03
1231.858;-49.98
1232.058;-49.93
1232.257;-49.87
1232.456;-49.84
1232.655;-49.77
1232.854;-49.72
1233.053;-49.67
1233.252;-49.61
1233.451;-49.55
1233.65;-49.49
1233.85;-49.44
1234.049;-49.36
1234.248;-49.28
1234.447;-49.21
1234.646;-49.13
1234.845;-49.05
1235.044;-48.95
1235.243;-48.86
1235.443;-48.76
1235.642;-48.66
1235.841;-48.56
1236.04;-48.45
1236.239;-48.34
1236.438;-48.22
1236.637;-48.11
1236.836;-48.01
1237.035;-47.89
1237.235;-47.78
1237.434;-47.67
1237.633;-47.56
1237.832;-47.48
1238.031;-47.35
1238.23;-47.26
1238.429;-47.15
1238.628;-47.05
1238.827;-46.95
1239.027;-46.84
1239.226;-46.74
1239.425;-46.62
1239.624;-46.52
1239.823;-46.41
1240.022;-46.3
1240.221;-46.19
1240.42;-46.06
1240.62;-45.94
1240.819;-45.82
1241.018;-45.69
1241.217;-45.58
1241.416;-45.45
1241.615;-45.33
1241.814;-45.2
1242.013;-45.07
1242.212;-44.96
1242.412;-44.83
1242.611;-44.72
1242.81;-44.6
1243.009;-44.49
1243.208;-44.38
1243.407;-44.28
1243.606;-44.19
1243.805;-44.09
1244.004;-44.0
1244.204;-43.92
1244.403;-43.84
1244.602;-43.77
1244.801;-43.69
1245.0;-43.62
1245.199;-43.57
1245.398;-43.51
1245.597;-43.45
1245.797;-43.38
1245.996;-43.32
1246.195;-43.28
1246.394;-43.22
1246.593;-43.17
1246.792;-43.11
1246.991;-43.05
1247.19;-43.01
1247.389;-42.96
1247.589;-42.92
1247.788;-42.86
1247.987;-42.81
1248.186;-42.78
1248.385;-42.74
1248.584;-42.71
1248.783;-42.68
1248.982;-42.66
1249.181;-42.65
1249.381;-42.64
1249.58;-42.64
1249.779;-42.63
1249.978;-42.63
1250.177;-42.65
1250.376;-42.67
1250.575;-42.7
1250.774;-42.73
1250.974;-42.78
1251.173;-42.82
1251.372;-42.87
1251.571;-42.94
1251.77;-42.98
1251.969;-43.03
1252.168;-43.08
1252.367;-43.12
1252.566;-43.2
1252.766;-43.23
1252.965;-43.29
1253.164;-43.32
1253.363;-43.35
1253.562;-43.4
1253.761;-43.42
1253.96;-43.45
1254.159;-43.46
1254.358;-43.45
1254.558;-43.47
1254.757;-43.45
1254.956;-43.43
1255.155;-43.4
1255.354;-43.35
1255.553;-43.31
1255.752;-43.24
1255.951;-43.17
1256.15;-43.07
