Wavelength (nm);Intensity (dBm)
1131.0;1131.0
1200.0;-56.4
1200.199;-56.32
1200.398;-56.3
1200.597;-56.34
1200.797;-56.35
1200.996;-56.29
1201.195;-56.26
1201.394;-56.27
1201.593;-56.25
1201.792;-56.21
1201.991;-56.16
1202.19;-56.11
1202.389;-56.08
1202.589;-56.06
1202.788;-56.01
1202.987;-55.92
1203.186;-55.88
1203.385;-55.88
1203.584;-55.81
1203.783;-55.73
1203.982;-55.7
1204.181;-55.69
1204.381;-55.64
1204.58;-55.56
1204.779;-55.54
1204.978;-55.53
1205.177;-55.49
1205.376;-55.44
1205.575;-55.42
1205.774;-55.43
1205.974;-55.42
1206.173;-55.36
1206.372;-55.35
1206.571;-55.36
1206.77;-55.34
1206.969;-55.3
1207.168;-55.27
1207.367;-55.26
1207.566;-55.25
1207.766;-55.21
1207.965;-55.17
1208.164;-55.12
1208.363;-55.12
1208.562;-55.07
1208.761;-54.98
1208.96;-54.93
1209.159;-54.91
1209.358;-54.86
1209.558;-54.75
1209.757;-54.7
1209.956;-54.69
1210.155;-54.61
1210.354;-54.54
1210.553;-54.5
1210.752;-54.45
1210.951;-54.4
1211.15;-54.33
1211.35;-54.29
1211.549;-54.25
1211.748;-54.22
1211.947;-54.17
1212.146;-54.1
1212.345;-54.08
1212.544;-54.07
1212.743;-54.02
1212.943;-53.95
1213.142;-53.92
1213.341;-53.92
1213.54;-53.85
1213.739;-53.79
1213.938;-53.77
1214.137;-53.73
1214.336;-53.67
1214.535;-53.61
1214.735;-53.57
1214.934;-53.52
1215.133;-53.45
1215.332;-53.4
1215.531;-53.32
1215.73;-53.26
1215.929;-53.21
1216.128;-53.12
1216.327;-53.06
1216.527;-53.02
1216.726;-52.95
1216.925;-52.87
1217.124;-52.8
1217.323;-52.77
1217.522;-52.7
1217.721;-52.63
1217.92;-52.58
1218.12;-52.54
1218.319;-52.48
1218.518;-52.43
1218.717;-52.39
1218.916;-52.34
1219.115;-52.3
1219.314;-52.27
1219.513;-52.22
1219.712;-52.2
1219.912;-52.17
1220.111;-52.12
1220.31;-52.09
1220.509;-52.06
1220.708;-52.03
1220.907;-51.98
1221.106;-51.93
1221.305;-51.91
1221.504;-51.84
1221.704;-51.8
1221.903;-51.75
1222.102;-51.69
1222.301;-51.65
1222.5;-51.57
1222.699;-51.51
1222.898;-51.45
1223.097;-51.38
1223.297;-51.32
1223.496;-51.23
1223.695;-51.17
1223.894;-51.09
1224.093;-51.0
1224.292;-50.95
1224.491;-50.86
1224.69;-50.79
1224.889;-50.72
1225.089;-50.65
1225.288;-50.59
1225.487;-50.51
1225.686;-50.45
1225.885;-50.4
1226.084;-50.33
1226.283;-50.29
1226.482;-50.22
1226.681;-50.17
1226.881;-50.12
1227.08;-50.06
1227.279;-50.02
1227.478;-49.95
1227.677;-49.89
1227.876;-49.84
1228.075;-49.76
1228.274;-49.71
1228.474;-49.62
1228.673;-49.54
1228.872;-49.46
1229.071;-49.36
1229.27;-49.29
1229.469;-49.17
1229.668;-49.07
1229.867;-48.97
1230.066;-48.86
1230.266;-48.76
1230.465;-48.63
1230.664;-48.53
1230.863;-48.44
1231.062;-48.33
1231.261;-48.25
